Date_,Close,High,Low,Open,Volume,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,EFI_2,EMA_11,EMA_22,KCLs_20_3.0,KCBs_20_3.0,KCUs_20_3.0
2012-05-14,38.05066680908203,44.788909937520984,37.821746169462166,41.85274730447847,573576400,,,,,,,,,,
2012-05-21,31.760313034057617,36.488031230020205,30.79486389641188,36.35863998471011,430966300,,,,,-2710930492.113304,,,,,
2012-05-28,27.589967727661133,31.541346092421982,26.704143231041872,31.332330193048026,288826000,,,,,-1706646266.3479488,,,,,
2012-06-04,26.972877502441406,27.629781369057195,25.400289170482168,27.07240879401381,203386400,,,,,-652553928.3710692,,,,,
2012-06-11,29.869226455688477,29.958804426971096,26.71409651829355,27.05250176571646,121558000,,,,,17198281.248848498,,,,,
2012-06-18,32.89496612548828,33.29309129788391,29.272041484539553,29.81946074898127,186090800,,,,,381107637.57947046,,,,,
2012-06-25,30.954113006591797,33.28313452523846,30.61570776490779,32.70585722872036,115019800,,,,,-21788479.18340972,,,,,
2012-07-02,31.58115577697754,31.75035839182128,30.40669079140348,31.103407887442742,43863300,,,,,11073283.705704043,,,,,
2012-07-09,30.57589340209961,32.725762701517276,30.40669078727882,31.949419058926164,64494000,,,,,-39531166.50168345,,,,,
2012-07-16,28.625089645385742,30.356927233522807,27.02264140360313,30.356927233522807,97506700,,,,,-139988013.27707583,,,,,
2012-07-23,23.598777770996094,29.351665033217845,22.175487357404165,27.988092633874178,228860400,,,,,-813545168.490735,30.224822477860883,,,,
2012-07-30,20.991071701049805,23.9272346733111,19.727028530049065,23.88742139308981,267091200,,,,,-735511951.8097372,28.68586401505904,,,,
2012-08-06,21.707691192626953,22.344690314969334,20.12514955329747,21.289661289815363,135504600,,,,,-180433825.56433585,27.52283521132036,,,,
2012-08-13,18.96063804626465,22.344690585412398,18.910873349442504,22.04609670927504,399001700,,,,,-790863858.7807175,26.095802350477744,,,,
