Date_,Close,High,Low,Open,Volume,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,EFI_2,EMA_11,EMA_22,KCLs_20_3.0,KCBs_20_3.0,KCUs_20_3.0
2007-04-16,46.264991760253906,46.67011429087203,39.70200800057614,40.67430269222756,18917100,,,,,,,,,,
2007-04-23,46.02191162109375,48.209573560494086,44.23937214858833,46.34601083094533,5452550,,,,,-1325406.61277771,,,,,
2007-04-30,46.67011260986328,47.15626148359823,44.98480455043153,46.15155628388428,1392650,,,,,160009.20041402173,,,,,
2007-05-07,50.0893440246582,51.2236882241239,46.183963498863555,46.508062724664974,2362600,,,,,5438853.827200996,,,,,
2007-05-14,59.27752685546875,60.363252182553175,50.235189735816064,51.045434731555034,3352400,,,,,22347927.35707318,,,,,
2007-05-21,56.733341217041016,59.7798635592081,51.5963918768991,59.43956220857006,4262150,,,,,220175.23980788235,,,,,
2007-05-28,59.29372024536133,59.95812079610511,54.367429917970554,58.564498620965026,1814500,,,,,3170596.9111940986,,,,,
2007-06-04,52.746944427490234,59.877102381600395,52.05013328363354,59.0344469010835,2245250,,,,,-8742566.63298535,,,,,
2007-06-11,57.68943405151367,58.09455649901497,52.66591817516876,53.50857360777282,2920400,,,,,6708508.92100358,,,,,
2007-06-18,54.82117462158203,59.71504853128302,52.746943408948276,58.02974378447073,3546350,,,,,-4545064.912557522,,,,,
2007-06-25,53.540985107421875,57.21949773863213,53.23308808551456,54.723941933580186,1446150,,,,,-2749252.348120981,53.01358968561346,,,,
2007-07-02,56.99263381958008,57.041252726096126,53.41135218408164,53.57340490300322,834950,,,,,1004885.2787706673,53.67676370794123,,,,
2007-07-09,60.298431396484375,61.09247421616081,55.53419302346205,56.765762703116685,1374200,,,,,3363513.1130448123,54.780374989365086,,,,
2007-07-16,63.79869079589844,66.2294258426384,60.298432575860026,60.88180997614624,2283900,,,,,6450665.999229455,56.28342762378732,,,,
2007-07-23,57.04124450683594,65.28953817020665,55.29111248474002,64.3334489022124,2592350,,,,56.68013220313775,-9528221.925224295,56.40973043762876,,,,
2007-07-30,50.49446487426758,63.523205111950595,47.156256556443196,58.74275868599594,5206950,,,,47.083626996146755,-25901910.11360931,55.42385284373523,,,,
2007-08-06,44.5634765625,54.12437037039887,40.107128906250004,51.20748641362245,8054650,,,,40.40877075009979,-40481993.37478892,53.61379013019603,,,,
2007-08-13,42.4244270324707,47.80445312716289,37.67639102395041,45.68161217576455,3270800,,,,38.29990856388647,-18158266.59347619,51.748896280575146,,,,
2007-08-20,45.94089126586914,46.44324229111446,38.907964549077356,42.53786171083451,2582200,,,,43.51845085298216,720.4311622316018,50.78089544479081,,,,
2007-08-27,44.223175048828125,50.21898639298083,43.05642023203339,45.37372150334572,2734550,,,,41.664658359042924,-3131213.777152262,49.68794204546369,,,52.44634609222412,
2007-09-03,44.10973358154297,47.772041094581574,42.45683624696097,46.18396174819928,6108350,,,,41.538810205549495,-1505698.0501782768,48.758240634810235,,30.576211374426897,52.33858318328858,74.10095499215026
2007-09-10,40.674293518066406,46.58908051283208,38.89175416723374,46.58908051283208,5995550,,,,37.81382262110154,-14233467.798444027,47.41091611535293,51.53231586109508,29.74976172922164,52.07120227813721,74.39264282705278
2007-09-17,42.94297790527344,43.866656558135666,39.66958790427768,41.241464922720795,4752500,,,,41.541956038118954,2443459.100652934,46.66625974700636,50.78541690841494,29.25956323588845,51.88484554290771,74.51012784992697
2007-09-24,44.20697021484375,45.114443788455574,42.60268541671516,42.942986847754774,2569450,,,,43.57173756076995,2979663.0601012707,46.25637815831259,50.213378065495704,29.344639498425728,51.59072685241699,73.83681420640826
2007-10-01,40.17194366455078,45.778836894384135,39.847844467900956,43.59117504409532,4320250,,,,38.92526629252882,-10628327.949235043,45.24230574268562,49.340209856717884,29.040797698591597,50.6354476928711,72.23009768715059
2007-10-08,40.2691764831543,41.160444732763935,38.72970977109474,39.702004373930286,3416450,-5.287310593054528,,,39.09381713242784,-3321315.274333027,44.413450866097065,48.55142434597323,29.080499969993227,49.812239456176755,70.54397894236028
2007-10-15,35.52113723754883,40.188146593276535,35.19703803484536,40.09091806880112,8220950,-5.632881982529604,,,34.13921308317697,-27129367.24888453,42.93139859467236,47.41835590176241,27.969653684076448,48.62361030578613,69.27756692749581
2007-10-22,34.67848205566406,35.55354805533548,29.946651585881476,35.45631643925704,12344050,-5.906656766769778,,,33.33182878773864,-15977640.881591272,41.55591250483764,46.31054078471038,27.399241459762067,47.720187187194824,68.04113291462758
2007-10-29,35.42391586303711,36.88235638789623,30.789313019460188,34.370594787068036,13036800,-5.994375547375249,,,34.80079882951608,1152834.0127768675,40.53391306453756,45.363877748043144,26.186304793649768,46.606911277771,67.02751776189223
2007-11-05,26.089887619018555,35.87764486179079,25.652354610743267,34.17613172850575,10501900,-6.739383961362492,,,26.829180276092078,-64965742.80631335,38.126575490284395,43.687878606388836,24.261162674214674,45.170346927642825,66.07953118107098
2007-11-12,30.222135543823242,31.30786388346399,24.74488112751741,26.430188989904146,9416950,-6.916639904685894,,,34.03334600840904,4286867.128221881,36.80916883254087,42.51694442703531,22.708734230610382,44.00440444946289,65.3000746683154
2007-11-19,25.198619842529297,29.898041776018513,22.31414807141834,29.898041776018513,5770300,-7.377429831840935,,,30.147360741678735,-17895839.39137701,34.87407733420561,41.0110031588174,20.477320492199283,42.41470375061035,64.35208700902142
2007-11-26,27.710378646850586,28.37477927629455,24.274938607301927,25.506511335032982,10584300,-7.4540060828930095,,,34.193318497387246,11758192.677926209,33.68012755297977,39.85442711429855,19.066683933273517,40.78530111312866,62.503918292983805
2007-12-03,28.536827087402344,29.185022405596456,25.619945064689766,27.5483272953819,6861400,-7.3631282719878755,-0.8440379450435014,-6.519090326944374,35.516769375329254,7699793.11264329,32.82291080871687,38.87028798152497,17.65847831363582,39.02220792770386,60.3859375417719
2007-12-10,29.201229095458984,30.61105359476005,26.57603406551607,29.039179485317458,8245300,-7.155016684203119,-0.5087410858069958,-6.646275598396123,36.62030869133069,6218726.955567377,32.21929718984055,38.029500252301844,17.160988466500363,37.63020715713501,58.09942584776966
2007-12-17,33.23624801635742,34.06269823119683,27.402483793916346,28.779900818648695,9543500,-6.588545792001476,0.046183845115717936,-6.634729637117194,43.00020524941878,27745044.36625195,32.38878899426003,37.61269571004581,17.754087741338893,36.7672963142395,55.78050488714011
2007-12-24,31.599552154541016,34.030286935659554,31.24304549934571,33.13901875225174,1555250,-6.200209055840226,0.3476164650215745,-6.5478255208618,41.18906315771879,7551367.296024008,32.25724952097353,37.089813661741054,18.7903915251162,36.11910009384155,53.447808662566906
2007-12-31,27.96965789794922,31.95606183245403,27.14320762329445,31.24304845461962,3196150,-6.114863188366908,0.34636986599591424,-6.461233054362822,37.4242315220548,-5217335.253462578,31.542650917136147,36.296756638802634,18.864934252498056,35.396361637115476,51.92778902173289
2008-01-07,27.90483283996582,31.59955064326498,25.944041693909515,28.13170351045719,5866800,-5.983482947098835,0.38220008581119025,-6.365683032910026,37.358558443003126,-1992655.517938861,30.936347904274427,35.56702413455596,18.24509665010514,34.49455871582031,50.74402078153548
2008-01-14,28.083087921142578,30.546233142347265,26.91633638570619,28.374776577711422,7904450,-5.7981420912297,0.4540327533442605,-6.25217484457396,37.68239726672823,275120.41162546177,30.46080457375245,34.91624707252001,17.967992704366818,33.687554359436035,49.40711601450525
2008-01-21,27.143203735351562,27.548326179162782,24.696263803831137,26.75428656019347,6518150,-5.661832841865653,0.4722736021666467,-6.1341064440323,36.60777073164307,-3992497.266533985,29.90787110068564,34.240330260592316,17.408923321603623,32.83922786712647,48.26953241264931
2008-01-28,29.995269775390625,30.23834265320728,25.976455383581317,26.592240213439464,5874950,-5.263000294675713,0.69688491948527,-5.959885214160983,42.01192396102844,9839664.499106998,29.922437546469805,33.871194566226954,17.390287995865684,32.30527667999267,47.22026536411966
2008-02-04,27.094593048095703,31.145818251564297,26.59224198830067,30.28696048656626,5556300,-5.121940456237883,0.6703558063384802,-5.792296262576364,38.42418579953379,-7464798.56687685,29.45113013007412,33.28192486899815,16.544392611595956,31.51285743713379,46.481322262671625
2008-02-11,26.10609245300293,27.823810827280614,24.98795359190599,27.51591689057642,4712750,-5.031908545318348,0.6083101738064123,-5.640218719124761,37.25653516268867,-5593970.308641262,28.893623850562253,32.65793944152031,15.590733893958785,30.607813549041747,45.62489320412471
2008-02-18,24.031864166259766,26.68946651066564,23.270233509924637,26.413983114659732,3778850,-5.069492540602283,0.45658094281798256,-5.526073483420266,34.86249716253191,-7090121.810453357,28.083330569845174,31.907845939323742,15.160493832905557,29.800809574127197,44.441125315348835
2008-02-25,25.846811294555664,26.93254109993711,22.168300352702826,24.14529674197199,8824550,-4.896384588888289,0.5037511156255823,-5.400135704513871,38.58144655652061,8314020.517184595,27.71057735729692,31.380799448474345,14.089349705640863,29.079691314697264,44.070032923753665
2008-03-03,26.251937866210938,27.013567013758284,23.93463679261977,26.203322056046083,6360100,-4.672641657027178,0.5819952379893545,-5.2546368950165325,39.412980885916234,4489103.844651335,27.467470775449257,30.93481148479927,13.92487097114953,28.61623134613037,43.30759172111121
2008-03-10,24.631446838378906,26.705673533868804,24.17771008680104,26.251938327710576,4768750,-4.573364950159323,0.5450175558857673,-5.118382506045091,37.24106369738391,-3655443.1110988874,26.994800119270867,30.386692819893153,13.884359163643207,28.113879585266112,42.34340000688901
2008-03-17,25.279644012451172,25.555127429483985,22.55722038314791,24.226324610437572,4074900,-4.3917578986968735,0.581299685878574,-4.973057584575447,38.69630763477453,542411.4060517543,26.70894076813425,29.942601619246023,13.841416019428907,27.606665992736815,41.371915966044725
2008-03-24,26.981155395507812,29.298456376501896,24.728675492143342,25.101387415996335,4983750,-4.063691546923234,0.7274928301217711,-4.791184377045005,42.46755862348866,5834075.3722229395,26.75430987269651,29.68508455631227,14.734305813256718,27.65122938156128,40.56815294986584
2008-03-31,30.14111328125,31.842626469443132,26.608444743408242,27.240434826307535,6136500,-3.508273217218889,1.0263289278608934,-4.534602145079782,48.7705875207245,14872079.501312269,27.318777107455425,29.724739228045987,14.929574854614808,27.64717826843262,40.36478168225043
2008-04-07,29.752193450927734,32.42600097884206,29.379478451224116,31.63196135484562,7241000,-3.06416102836263,1.1763528933737222,-4.240513921736352,48.072520906414596,3079914.17286174,27.724346498034144,29.727126551774834,15.886473276752774,27.87485694885254,39.863240620952304
2008-04-14,31.550933837890625,31.956056269202804,29.492914235862283,29.94664938079505,3893800,-2.5378014076108286,1.3621700113004191,-3.8999714189112478,51.528108674670044,5695928.270124649,28.36211105467689,29.885718489697947,16.324005831652592,28.06688470840454,39.80976358515649
2008-04-21,32.377384185791016,32.39358945405284,31.19442742022786,31.583344585994972,4946500,-2.030562914509975,1.495526803521018,-3.526089718030993,53.073284176115706,4624000.520634404,29.031323243195914,30.10238507196691,16.870920982634285,28.258912563323975,39.64690414401366
2008-04-28,32.31257247924805,32.733900263368014,31.40509582537144,32.08570177035916,5483000,-1.615183685229141,1.5287248262414819,-3.143908511470623,52.93078329737062,1304425.1155614033,29.57819811587127,30.294575281295707,17.432420415510848,28.414479732513428,39.39653904951601
2008-05-05,31.794010162353516,32.53943396157943,29.930444482610934,32.377384368883696,7244350,-1.3127042609553534,1.4649634004122158,-2.7776676613675693,51.73390761408841,-2069622.9084094635,29.947500123618312,30.42496092312682,17.967992266557452,28.34236783981323,38.71674341306901
2008-05-12,35.2132453918457,35.42391081334495,31.388891263731107,31.76160320535071,7126650,-0.7879998588331532,1.5917342420275329,-2.379734100860686,58.41158986246625,15555254.196037177,30.825124334989546,30.84133348562412,17.961510211427687,28.523052501678468,39.08459479192925
2008-05-19,34.66227340698242,35.40770027004764,33.382088161816526,35.19703487992189,6317300,-0.4118787920446465,1.5742842470528318,-1.9861630390974783,57.042083018265465,2864647.8520278553,31.464649180321693,31.173589130959627,18.714227302018617,28.85768327713013,39.00113925224164
2008-05-26,34.41920852661133,34.90535739944147,33.8682416585742,34.90535739944147,4503800,-0.1318930601796069,1.483415983134297,-1.615309043313904,56.41369612970353,225072.21186573058,31.957075738036636,31.455816904494558,19.732705067624117,29.183402061462402,38.63409905530069
2008-06-02,33.51173400878906,34.613667713656696,32.458416117079494,34.43541282291651,5156350,0.016580905645405153,1.3055119591674473,-1.2889310535220422,54.02098037882847,-3044480.082693316,32.21618544982871,31.634592304867994,20.22533414601602,29.454834365844725,38.684334585673426
2008-06-09,31.40509033203125,33.49552361556586,30.886534101000976,33.49552361556586,5040100,-0.03533364127744676,1.0028779297956762,-1.038211571073123,48.842031741836735,-8093289.891049139,32.0810029301958,31.614635611577842,20.55267210727851,29.66792869567871,38.78318528407891
2008-06-16,30.5948486328125,33.6575767137335,30.384186301094193,30.967563667143764,6583300,-0.14023943448770382,0.7183777092683354,-0.8586171437560393,46.97664316896644,-6253806.082660912,31.833310547298584,31.525958482989555,20.730925578697605,29.697907638549804,38.66488969840201
2008-06-23,27.96965789794922,31.550939330613815,27.14320762329445,30.56244252789448,13002500,-0.4302493375391059,0.3426942449735467,-0.7729435825126526,41.452585879714505,-24840630.380926844,31.18936843907369,31.216714953855615,20.796555504581917,29.74166088104248,38.686766257503045
2008-06-30,24.4856014251709,29.541529643582127,24.258733832014865,27.872427052495645,10430050,-0.930492378071218,-0.12603903644685222,-0.8044533416243658,35.488159566046015,-32506132.269576628,30.07207393675656,30.631400733969986,20.348490166761422,29.660636329650877,38.97278249254033
2008-07-07,25.03656768798828,26.21952607334513,24.307347569973,24.469397171940635,6329100,-1.2678650597668302,-0.3707293745139715,-0.8971356852528587,37.031164156833924,-8510630.373860545,29.23282289529518,30.144893512580275,20.624783517453178,29.710871505737305,38.796959494021436
2008-07-14,24.631446838378906,26.381577399589965,22.881317822587487,25.279643743195503,6021800,-1.5500571139442876,-0.5223371429531429,-1.0277199709911446,36.34284325324558,-4463247.946072005,28.465926885809132,29.66546336699755,20.753612470179114,29.650103282928466,38.54659409567782
2008-07-21,25.895429611206055,26.41398591973573,24.38837495318676,24.647653107451596,4860650,-1.6526527515621368,-0.4999462244567936,-1.1527065271053432,40.084825035984515,2608102.594470851,28.037510673375287,29.33763434475481,20.8937849456173,29.63227787017822,38.370770794739144
2008-07-28,26.948745727539062,27.370073473229432,24.90692962423111,25.911633178663813,2944200,-1.630175082278189,-0.38197484413827665,-1.2482002381399124,43.08721124423006,2936816.4046287118,27.85604984906925,29.129904899779532,21.019372829785723,29.748142814636232,38.47691279948674
