Date,Close,High,Low,Open,Volume,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,EFI_2,EMA_11,EMA_22,KCLs_20_3.0,KCBs_20_3.0,KCUs_20_3.0,Adj Close
2007-01-01,57.97597122192383,64.00620485472074,55.098600125934894,63.36338956711749,57569499,,,,,,,,,,,
2007-01-08,55.12923049926758,58.220874347358006,54.792513495311816,58.190261609879045,58383500,,,,,-166202686.98120117,,,,,,
2007-01-15,58.98612594604492,59.53711475038295,55.12922742399035,55.404718937620416,51458256,,,,,76911846.51660156,,,,,,
2007-01-22,56.26178741455078,59.353430057115446,55.74141151986631,59.32282310864928,41540359,,,,,-49809384.918332405,,,,,,
2007-01-29,60.76152801513672,61.15946470816202,55.465940498149614,56.353640540447664,53055535,,,,,142554301.64409468,,,,,,
2007-02-05,59.90446090698242,61.00643314719481,59.56774957403421,60.48605688567118,31647966,,,,,29435146.748974554,,,,,,
2007-02-12,58.95553970336914,60.02689917565429,58.28211127346994,59.720800595772765,32958318,,,,,-11038182.274094662,,,,,,
2007-02-19,58.618797302246094,58.741242458435984,57.39438617988929,58.618797302246094,18339469,,,,,-7796511.975619343,,,,,,
2007-02-26,57.05768203735352,59.1085736644083,55.86387772396994,58.955521533098704,35324230,,,,,-39362300.44092402,,,,,,
2007-03-05,56.53730010986328,58.741243640710366,55.95569860467977,56.414854951208966,37365194,,,,,-26083547.930152368,,,,,,
2007-03-12,55.68021774291992,57.73110954999253,55.58838530065791,56.50669816912074,38958639,,,,,-30955024.328058705,57.80624008178711,,,,,
2007-03-19,54.48029327392578,58.10208716276815,53.5595028319653,55.98425814012633,88363833,,,,,-81004958.36989418,57.25191561381023,,,,,
2007-03-26,54.23477554321289,55.18626191880723,54.08130943817794,54.32685636477465,45467656,,,,,-34443729.937934294,56.74905893537734,,,,,
2007-04-02,53.989200592041016,54.90999674428623,53.65157881183832,54.01989611419622,25753964,,,,,-15697595.613832915,56.28908254482128,,,,,
2007-04-09,54.44961166381836,54.54169245956027,53.19119343101993,54.11198401033212,23796462,,,,37.93719632423584,2071571.178008249,55.98250406465414,,,,,
2007-04-16,55.89219284057617,56.59813797457475,54.173381994742485,54.48030836528204,38109907,,,,45.59060143279323,37341613.38346328,55.96745219397448,,,,,
2007-04-23,53.92782211303711,56.107030678708455,53.77435606838964,55.92287490075248,40602622,,,,38.60866388838538,-40725196.95093461,55.62751384715158,,,,,
2007-04-30,55.49319076538086,55.98427879610503,53.16050958585804,53.86645478477157,46375858,,,,45.73981690086513,34821810.57551854,55.605126666856464,,,,,
2007-05-07,56.229793548583984,56.3525640378736,54.111964955786455,55.86147628801488,43513593,,,,48.75625841076371,32975425.999151528,55.70923781381105,,,,,
2007-05-14,57.6723518371582,57.6723518371582,54.63373379198526,56.62878557576961,42904514,,,,54.1338812888127,52253316.85834958,56.03642348436891,,,56.61189365386963,,
2007-05-21,56.44462966918945,58.86938383516896,55.80007608416423,57.6723516110516,35956289,,,,49.38395580922651,-12011783.102677416,56.10445784850567,,48.39849263602112,56.53532657623291,64.6721605164447,
2007-05-28,56.3525619506836,57.089196444538274,55.18622496753034,56.90504071742463,26430402,,,,49.03647657632791,-5626185.575114274,56.14580853220199,56.5925029407848,48.68846761484765,56.59649314880371,64.50451868275977,
2007-06-04,54.91001129150391,56.997139362670765,53.95851936502632,56.59813222515027,32169648,,,,43.83236865159386,-32812959.8103571,55.93984232541898,56.4461993191082,48.69005198143283,56.39268741607666,64.09532285072049,
2007-06-11,56.32189178466797,56.47535784023996,54.05059647928329,54.72584596525965,34249944,,,,49.48322424272181,21300231.946921986,56.00351723529381,56.43538996828732,48.87114577638256,56.39569263458252,63.92023949278248,
2007-06-18,55.06494903564453,56.66549266425284,54.94182627333407,56.480817234358426,30378504,,,,45.13014045134007,-18355949.570345663,55.847089202018935,56.316221191535774,49.18179550027199,56.11086368560791,63.03993187094383,
2007-06-25,54.4801139831543,55.52661930422858,54.203092230561246,55.126486454447466,26776402,-0.6938062369677809,,,43.22479150110601,-16558502.169561632,55.61925999887483,56.15655969515478,48.92785162900458,55.8396463394165,62.75144104982843,
2007-07-02,54.91104888916016,55.40352250183901,54.26467037427535,54.32623465877669,17008509,-0.7040395608962626,,,45.06521689371736,-633127.2383773355,55.50122481392239,56.04825440767699,48.81651745448723,55.63742179870606,62.45832614292488,
2007-07-09,55.09570693969727,55.711303118187566,54.049195759881975,55.18804752827992,41250093,-0.6893033227814698,,,45.87487128759903,4867065.425777196,55.433638501551535,55.96542419307006,48.625219861135925,55.46126728057861,62.297314700021296,
2007-07-16,55.24961853027344,56.41924688776501,54.7571449610788,55.52663454988,32702338,-0.6576246808759763,,,46.581564934657855,4977867.713352123,55.40296850633852,55.903180222392095,48.77220578784475,55.37086410522461,61.96952242260448,
2007-07-23,52.17164993286133,55.64975876657601,52.17164993286133,55.40351907096133,41758962,-0.8708468902207755,,,36.35786380568111,-84029226.55989967,54.86441541075899,55.57869932765029,48.45003870934203,55.15258159637451,61.85512448340699,
