Date,Close,High,Low,Open,Volume,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,EFI_2,EMA_11,EMA_22,KCLs_20_3.0,KCBs_20_3.0,KCUs_20_3.0,Adj Close
2019-06-10,64.16000366210938,70.79000091552734,56.0,63.5,36637300,,,,,,,,,,,
2019-06-17,72.2300033569336,79.79000091552734,62.0,64.75,19266300,,,,,155479035.12039185,,,,,,
2019-06-24,68.29000091552734,72.38999938964844,61.16999816894531,71.05000305175781,8942500,,,,,28337363.818613697,,,,,,
2019-07-01,67.20999908447266,69.72899627685547,61.72100067138672,69.0999984741211,6775500,,,,,4567419.668663876,,,,,,
2019-07-08,73.5,75.19999694824219,66.87999725341797,68.26000213623047,13259300,,,,,57123145.98238909,,,,,,
2019-07-15,83.5199966430664,85.8499984741211,69.0,74.0,20393300,,,,,155268247.0214938,,,,,,
2019-07-22,92.87999725341795,95.5,82.08000183105469,82.2699966430664,14461600,,,,,141996472.22493804,,,,,,
2019-07-29,88.01000213623047,96.19000244140624,82.6500015258789,93.69000244140624,12960200,,,,,5254750.263130397,,,,,,
2019-08-05,94.9000015258789,98.0,82.25,83.33999633789062,9298700,,,,,44463608.30405941,,,,,,
2019-08-12,96.0500030517578,100.5,91.37000274658205,94.25,10774000,,,,,23081280.39456603,,,,,,
2019-08-19,88.43000030517578,101.87999725341795,86.0,98.8000030517578,10810400,,,,,-47223091.66291158,80.83454617587003,,,,,
2019-08-26,81.27999877929688,90.83999633789062,78.88999938964844,90.23999786376952,8897600,,,,,-58152932.93874397,80.90878827644117,,,,,
2019-09-02,75.9800033569336,87.7699966430664,75.30500030517578,80.8499984741211,16811700,,,,,-78785599.67434451,80.08732412318992,,,,,
2019-09-09,64.86000061035156,76.11799621582031,64.33999633789062,76.1050033569336,23474500,,,,,-200286202.8745414,77.5494368710502,,,,,
2019-09-16,66.97000122070312,71.87899780273438,63.5,63.709999084472656,12655700,,,,43.12043530995953,-48959711.1418963,75.78619759599236,,,,,
2019-09-23,53.459999084472656,68.56999969482422,52.84000015258789,67.12000274658203,13229500,,,,34.099418586519285,-135473619.22147277,72.06516451073908,,,,,
2019-09-30,63.84000015258789,64.45999908447266,51.61000061035156,53.5,15643200,,,,43.82359746911142,63093082.06533589,70.69430378438055,,,,,
2019-10-07,60.27000045776367,69.69999694824219,57.27000045776367,63.36000061035156,14190800,,,,41.55259647753948,-12743073.757762376,68.95691989661108,,,,,
2019-10-14,47.040000915527344,57.84999847412109,46.459999084472656,55.79999923706055,15464900,,,,34.43157194331255,-140648104.53307453,65.30410006643046,,,,,
