Date,Open,High,Low,Close,Adj Close,Volume,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,EFI_2,EMA_11,EMA_22,KCLe_20_3.0,KCBe_20_3.0,KCUe_20_3.0
2008-03-19,59.5,69.0,55.0,56.5,12.5125790317402,177121500.0,,,,,,,,,,
2008-03-20,58.47,65.0,57.5,64.35,14.2510524016368,49746300.0,,,,,390508454.9999997,,,,,
2008-03-24,67.24,67.7,59.0,59.73,13.2278999215193,37391600.0,,,,,15003356.99999997,,,,,
2008-03-25,60.63,64.25,59.82,63.25,14.0074446682755,21773000.0,,,,,56095092.33333337,,,,,
2008-03-26,62.5,64.48,61.57,63.96,14.1646823870814,10777900.0,,,,,23799903.444444463,,,,,
2008-03-27,64.05,64.74,62.65,62.91,13.9321477325093,9957400.0,,,,,963121.1481481288,,,,,
2008-03-28,63.1,63.44,62.16,62.76,13.8989284961418,6168800.0,,,,,-295839.6172839512,,,,,
2008-03-31,62.7,63.48,62.05,62.36,13.8103438658286,5539300.0,,,,,-1575759.8724279786,,,,,
2008-04-01,63.0,63.68,60.31,61.61,13.6442476839914,15102700.0,,,,,-8076603.290809326,,,,,
2008-04-02,61.79,62.32,60.5,62.32,13.8014854027973,10959100.0,,,,,2495106.236396897,,,,,
2008-04-03,61.93,66.29,61.82,65.5,14.5057332137873,25217000.0,,,,,54291742.078798965,62.29545454545455,,,,
2008-04-04,64.87,65.32,63.75,64.48,14.2798424064886,9098600.0,,,,,11910199.359599682,62.65954545454545,,,,
2008-04-07,65.02,65.8,64.02,65.04,14.4038608889271,7075400.0,,,,,6611549.119866571,63.05628787878789,,,,
2008-04-08,65.2,68.24,64.81,68.09,15.0793186950653,13481400.0,,,,,29616029.706622165,63.8952398989899,,,,
2008-04-09,68.35,68.72,65.61,65.79,14.5699570707643,12081100.0,,,,63.50718039423387,-8652343.43112592,64.21103324915825,,,,
2008-04-10,66.67,66.73,65.11,66.11,14.6408247750149,5593000.0,,,,64.21522253601628,-1690941.143708666,64.52752770763188,,,,
2008-04-11,65.25,66.77,65.25,66.11,14.6408247750149,6605400.0,,,,64.21522253601628,-563647.0479028887,64.79127308969323,,,,
2008-04-14,66.98,67.24,65.53,65.68,14.5455962974282,7110900.0,,,,62.330530674106,-2226340.349300928,64.93939424141104,,,,
2008-04-15,66.54,66.55,64.0,64.35,14.2510524016368,5972000.0,,,,56.77963775461166,-6037286.783100358,64.84116186784253,,,,
2008-04-16,65.0,66.95,64.56,66.14,14.6474686222884,6284200.0,,,,61.72061697929349,5486716.405633239,65.05763488986878,,54.51094736842105,63.852,73.19305263157895
2008-04-17,66.47,67.75,66.01,67.04,14.8467840404931,5614900.0,,,,63.952028244193,5197845.468544435,65.38802907489065,,55.207047619047614,64.15561904761904,73.10419047619047
2008-04-18,68.1,70.447,67.2,69.0,15.2808487290278,26024900.0,,,,68.28756196872367,35738484.4895147,65.99002422907554,64.2309090909091,55.5472335600907,64.61698866213152,73.68674376417233
2008-04-21,69.7,72.5,68.85,70.97,15.7171280333203,14712000.0,,,,71.9404568045745,31234588.16317156,66.82002019089629,64.81691699604744,55.97321131627254,65.22203736097613,74.47086340567972
2008-04-22,72.1,72.4,70.0,70.28,15.5643195460301,11839400.0,,,,68.94490216652635,4965405.387723872,67.39668349241357,65.29196769204331,56.65004833377039,65.70374808850221,74.75744784323403
2008-04-23,71.15,71.7,69.69,70.08,15.5200272308735,9329900.0,,,,68.0602688271376,411148.4625746068,67.84390291034464,65.70831832751782,57.35480563531606,66.12053398483533,74.8862623343546
2008-04-24,71.2,72.99,70.04,72.3,16.0116719291118,9521700.0,3.0876213804436787,,,72.30771257431266,14229165.48752486,68.58658575862053,66.28150803816844,57.93530033671453,66.70905455770816,75.48280877870178
2008-04-25,76.0,76.08,73.91,75.1,16.6317643413042,25365000.0,3.397713379332245,,,76.5444515816394,52091055.16250824,69.67215479885044,67.0483334261538,58.490033637979806,67.5081922188788,76.5263507997778
2008-04-28,76.22,77.29,74.9,75.63,16.7491389764692,33129300.0,3.644221772998989,,,77.25383904677764,29069371.05416944,70.66512899904204,67.79456530214043,59.4395542438865,68.28169772184273,77.12384119979896
2008-04-29,73.28,80.88,71.0,80.88,17.91181224933,49327100.0,4.2146289558091325,,,82.8023373856103,182334640.35138983,72.3676074992017,68.93242918891083,58.65864431589731,69.48153603404819,80.30442775219908
2008-04-30,81.21,84.81,81.07,83.45,18.4809684990923,36885900.0,4.818513455665411,,,84.76189012461913,123976055.45046346,74.21467291600142,70.19482665074467,59.89686866676424,70.81186593556741,81.72686320437059
2008-05-01,84.68,87.64,83.9,85.4,18.9128185718692,29098900.0,5.392286058622148,,,86.05979499953644,79153921.81682122,76.07889409666785,71.51701563763645,61.12859546040573,72.20121203694194,83.27382861347814
2008-05-02,87.25,87.5,81.0,82.75,18.3259453960442,34162200.0,5.568976433489993,,,76.52110095979123,-33968579.39439306,77.19074508055655,72.49379688653764,61.33063398798613,73.20585850961413,85.08108303124213
2008-05-05,82.85,85.5,80.82,85.06,18.837521636103,17594300.0,5.828218448745545,,,78.73383206024171,15772362.201869002,78.50228756713047,73.58651020075176,62.25343075103507,74.33482436584136,86.41621798064764
2008-05-06,85.39,88.15,84.75,87.53,19.384531728287,18978300.0,6.161946882934416,1.4825994642631315,4.679347418671284,80.81575772446351,36508388.06728965,80.00690630594207,74.79898757459944,63.68929448903174,75.59150775957076,87.49372103010978
2008-05-07,88.99,89.84,87.66,88.5,19.5993494567965,25116200.0,6.430572329858066,1.4009799289494254,5.029592400908641,81.57847068377845,28411272.022429865,81.4224219216184,75.99037995941688,65.39221882340966,76.82088797294497,88.24955712248028
2008-05-08,89.5,89.75,85.94,87.3,19.3335955658569,23209100.0,6.472024491067671,1.1539456721272234,5.318078818940448,77.47481227285519,-9096855.992523422,82.40201826801533,76.97382518033716,66.3901027449897,77.81889864218832,89.24769453938693
2008-05-09,85.77,86.6699,82.52,82.86,18.3503061693804,23578000.0,6.0765579565046295,0.6067833100513447,5.469774646453285,64.53873752207608,-72823165.3308411,82.47834855667945,77.48566646900349,66.59295010260973,78.29900353340848,90.00505696420723
2008-05-12,83.73,84.48,78.1,81.9,18.1377030566287,36867900.0,5.620889783197342,0.1208921093952453,5.499997673802096,62.12344112124199,-47869844.44361354,82.38195713056622,77.86952155865538,66.22790723569452,78.64195557784576,91.056003919997
2008-05-13,81.75,83.5,80.79,82.38,18.2440046130045,13312400.0,5.238119678375995,-0.2095023963408815,5.447622074716876,62.87162880289906,-11696646.81453794,82.38163094213853,78.26173707529405,66.99191607039027,78.99795980852711,91.00400354666397
2008-05-14,83.34,84.35,81.45,82.23,18.2107853766371,12850100.0,4.8665690870957405,-0.4648423900969094,5.33141147719265,62.45643398281179,-5183892.271512574,82.35635911844878,78.60680341657283,67.61459073035311,79.30577316009597,90.99695558983882
2008-05-15,82.45,82.93,81.11,82.25,18.2152146081527,9172200.0,4.521604161310961,-0.6478458527053519,5.169450014016313,62.49200076157623,-1605668.0905042156,82.33863259870732,78.92360311947955,68.48843923222424,79.5861757162773,90.68391220033035
2008-05-16,82.71,82.85,81.26,82.37,18.2417899972467,8516700.0,4.209376892832168,-0.768058496947317,4.977435389779485,62.7202022609892,146113.30316528725,82.34386049892278,79.2232898047422,69.35620692439338,79.85130183853661,90.34639675267984
2008-05-19,82.31,84.74,82.15,83.32,18.4521784942405,11368300.0,3.99256775778089,-0.7878941055988768,4.780461863379767,64.55857194870744,7248627.767721676,82.50655041576898,79.57952547389506,69.94609197921305,80.18165404439027,90.41721610956748
2008-05-20,82.88,83.84,81.91,82.74,18.3237307802864,10175500.0,3.7309358968970514,-0.8396207731861729,4.570556670083224,62.53114707604404,-1518317.410759429,82.5454586798075,79.85434934573027,70.61313083833562,80.42530604016262,90.23748124198964
2008-05-21,82.38,83.43,80.52,80.85,17.9051684020565,10457900.0,3.3326666509408085,-0.9903120153139326,4.322978666254741,56.32386092503492,-13683059.80358648,82.26288223317292,79.94092766349286,70.75664218706557,80.46575308395667,90.17486398084776
2008-05-22,80.57,80.6,76.16,77.31,17.1211944237846,21320900.0,2.700260071904537,-1.2981748754801634,3.998434947384701,46.92751369265271,-54878343.93452872,81.43740186097745,79.71215134492826,70.04077150258314,80.16520517119889,90.28963883981464
