exit_date,entry_price,exit_price,return_pct,ticker
2024-05-31,125.13,125.54,0.003276592343962381,MRK
2024-07-01,125.38,127.9,0.020098899345988297,MRK
2024-08-01,113.125,113.82,0.006143646408839798,MRK
2024-08-02,115.16,115.2,0.0003473428273705892,MRK
2024-08-06,112.3,111.15,-0.01024042742653597,MRK
2024-08-07,111.68,112.49,0.007252865329512748,MRK
2024-08-08,112.92,113.92,0.008855827134254257,MRK
2024-10-09,108.41,110.27,0.017157088829443667,MRK
2024-10-28,104.6,104.23,-0.0035372848948374003,MRK
2024-11-04,102.0,101.87,-0.0012745098039215197,MRK
2024-11-05,101.36,101.65,0.002861089187056187,MRK
2024-11-06,103.18,100.73,-0.023744911804613356,MRK
2024-11-18,96.56,96.56,0.0,MRK
2024-11-19,96.73,96.54,-0.0019642303318515575,MRK
