exit_date,entry_price,exit_price,return_pct,ticker
2024-02-12,61.16,61.41,0.004087638979725305,AZN
2024-02-13,61.25,61.03,-0.003591836734693876,AZN
2024-02-14,61.2,61.66,0.007516339869281019,AZN
2024-02-15,61.77,62.84,0.017322324753116458,AZN
2024-02-16,63.84,64.27,0.006735588972430984,AZN
2024-09-10,79.93,81.16,0.015388464906793242,AZN
2024-09-13,77.702,78.27,0.007309979151115753,AZN
2024-09-16,79.29,79.04,-0.0031529827216546513,AZN
2024-09-18,78.69,78.58,-0.0013978904562206296,AZN
2024-09-24,77.2,76.87,-0.004274611398963679,AZN
2024-09-25,77.32,77.54,0.002845318158303245,AZN
2024-10-28,75.04,76.01,0.012926439232409326,AZN
2024-11-01,71.66,71.42,-0.0033491487580239454,AZN
2024-11-04,71.85,71.43,-0.0058455114822545395,AZN
2024-11-07,63.505,64.69,0.01865994803558757,AZN
2024-11-08,64.78,64.49,-0.004476690336523759,AZN
2024-11-11,65.19,64.79,-0.006135910415707824,AZN
2024-11-12,63.435,65.19,0.02766611492078508,AZN
2024-11-13,65.49,65.29,-0.0030539013589859776,AZN
2024-11-18,63.0,63.39,0.006190476190476302,AZN
2024-11-19,63.65,63.8,0.002356637863315081,AZN
2024-11-20,63.89,63.2,-0.010799812177179513,AZN
2024-11-21,63.89,64.26,0.005791203631241304,AZN
2024-12-23,65.85,66.63,0.011845102505694705,AZN
