Ticker,Entry Date,Exit Date,Buy Price,Sell Price,Return %,Config_ID,USE_CONFIRMATION_CANDLE,USE_RSI_FILTER,USE_MACD_HIST_FILTER,USE_FORCE_INDEX_FILTER,USE_ATR_FILTER,USE_MACD_DIVERGENCE,USE_TRAILING_EXIT,Label
AAPL,2022-10-03,2022-10-10,142.45,140.42,-1.425061425061426,CFG_081,True,False,True,False,False,False,False,1
AAPL,2023-08-10,2023-08-17,177.97,174.0,-2.230713041523852,CFG_081,True,False,True,False,False,False,False,1
AAPL,2023-08-11,2023-08-18,177.79,174.49,-1.856122391585569,CFG_081,True,False,True,False,False,False,False,1
AAPL,2023-08-17,2023-08-24,174.0,176.38,1.3678160919540203,CFG_081,True,False,True,False,False,False,False,1
AAPL,2023-08-18,2023-08-25,174.49,178.61,2.361166829044647,CFG_081,True,False,True,False,False,False,False,1
AAPL,2024-01-08,2024-01-16,185.56,183.63,-1.0400948480275958,CFG_081,True,False,True,False,False,False,False,1
AAPL,2025-04-09,2025-04-16,198.85,194.27,-2.303243650993203,CFG_081,True,False,True,False,False,False,False,1
MSFT,2012-05-21,2012-05-29,29.75,29.56,-0.6386554621848782,CFG_081,True,False,True,False,False,False,False,1
MSFT,2012-11-20,2012-11-28,26.71,27.36,2.4335454885810504,CFG_081,True,False,True,False,False,False,False,1
MSFT,2013-07-26,2013-08-02,31.62,31.89,0.8538899430740025,CFG_081,True,False,True,False,False,False,False,1
MSFT,2013-07-29,2013-08-05,31.54,31.7,0.5072923272035516,CFG_081,True,False,True,False,False,False,False,1
MSFT,2014-01-14,2014-01-22,35.78,35.93,0.4192286193404096,CFG_081,True,False,True,False,False,False,False,1
MSFT,2015-08-26,2015-09-02,42.71,43.36,1.521891828611563,CFG_081,True,False,True,False,False,False,False,1
MSFT,2016-05-03,2016-05-10,49.78,51.02,2.49096022498996,CFG_081,True,False,True,False,False,False,False,1
MSFT,2016-05-04,2016-05-11,49.87,51.05,2.366151995187487,CFG_081,True,False,True,False,False,False,False,1
MSFT,2022-02-24,2022-03-03,294.59,295.92,0.4514749312604097,CFG_081,True,False,True,False,False,False,False,1
MSFT,2022-09-07,2022-09-14,258.09,252.22,-2.2744004029601985,CFG_081,True,False,True,False,False,False,False,1
MSFT,2022-09-19,2022-09-26,244.52,237.45,-2.8913790283003524,CFG_081,True,False,True,False,False,False,False,1
NVDA,2007-09-21,2007-09-28,34.49,36.24,5.07393447376051,CFG_081,True,False,True,False,False,False,False,1
NVDA,2008-01-09,2008-01-16,28.89,23.71,-17.930079612322604,CFG_081,True,False,True,False,False,False,False,1
NVDA,2008-01-18,2008-01-28,24.84,24.65,-0.7648953301127266,CFG_081,True,False,True,False,False,False,False,1
NVDA,2008-01-22,2008-01-29,23.68,25.41,7.305743243243246,CFG_081,True,False,True,False,False,False,False,1
NVDA,2008-01-23,2008-01-30,24.03,25.19,4.827299209321682,CFG_081,True,False,True,False,False,False,False,1
NVDA,2008-07-10,2008-07-17,11.79,11.36,-3.647158608990668,CFG_081,True,False,True,False,False,False,False,1
NVDA,2008-07-14,2008-07-21,11.14,11.63,4.398563734290845,CFG_081,True,False,True,False,False,False,False,1
NVDA,2008-07-15,2008-07-22,11.26,11.38,1.0657193605683926,CFG_081,True,False,True,False,False,False,False,1
NVDA,2008-07-17,2008-07-24,11.36,11.03,-2.9049295774647894,CFG_081,True,False,True,False,False,False,False,1
NVDA,2008-07-22,2008-07-29,11.38,11.65,2.3725834797891,CFG_081,True,False,True,False,False,False,False,1
NVDA,2008-07-24,2008-07-31,11.03,11.44,3.717135086128741,CFG_081,True,False,True,False,False,False,False,1
NVDA,2008-07-25,2008-08-01,11.56,10.84,-6.22837370242215,CFG_081,True,False,True,False,False,False,False,1
NVDA,2008-09-16,2008-09-23,9.59,10.85,13.13868613138686,CFG_081,True,False,True,False,False,False,False,1
NVDA,2008-09-17,2008-09-24,10.0,11.25,12.5,CFG_081,True,False,True,False,False,False,False,1
NVDA,2008-10-10,2008-10-17,6.81,7.65,12.334801762114548,CFG_081,True,False,True,False,False,False,False,1
NVDA,2010-05-19,2010-05-26,12.76,12.75,-0.0783699059561111,CFG_081,True,False,True,False,False,False,False,1
NVDA,2010-05-20,2010-05-27,12.46,13.5,8.346709470304969,CFG_081,True,False,True,False,False,False,False,1
NVDA,2016-01-20,2016-01-27,27.48,28.36,3.2023289665211028,CFG_081,True,False,True,False,False,False,False,1
NVDA,2016-01-21,2016-01-28,27.8,28.05,0.8992805755395683,CFG_081,True,False,True,False,False,False,False,1
NVDA,2018-10-30,2018-11-06,203.0,211.06,3.970443349753696,CFG_081,True,False,True,False,False,False,False,1
NVDA,2018-11-23,2018-11-30,145.0,163.43,12.710344827586212,CFG_081,True,False,True,False,False,False,False,1
NVDA,2018-11-26,2018-12-03,153.05,170.04,11.100947402809526,CFG_081,True,False,True,False,False,False,False,1
NVDA,2019-05-15,2019-05-22,159.58,152.2,-4.624639679157804,CFG_081,True,False,True,False,False,False,False,1
NVDA,2019-06-03,2019-06-10,133.78,148.43,10.950814770518765,CFG_081,True,False,True,False,False,False,False,1
NVDA,2020-03-17,2020-03-24,217.27,249.18,14.686795231739309,CFG_081,True,False,True,False,False,False,False,1
NVDA,2021-07-27,2021-08-03,192.08,198.15,3.1601416076634696,CFG_081,True,False,True,False,False,False,False,1
NVDA,2021-07-28,2021-08-04,195.03,202.74,3.953237963390252,CFG_081,True,False,True,False,False,False,False,1
NVDA,2021-07-29,2021-08-05,196.62,206.37,4.958803783948733,CFG_081,True,False,True,False,False,False,False,1
NVDA,2021-07-30,2021-08-06,194.99,203.66,4.446381865736698,CFG_081,True,False,True,False,False,False,False,1
NVDA,2021-08-02,2021-08-09,197.5,202.95,2.7594936708860702,CFG_081,True,False,True,False,False,False,False,1
NVDA,2021-08-03,2021-08-10,198.15,199.36,0.6106484986121665,CFG_081,True,False,True,False,False,False,False,1
NVDA,2021-08-04,2021-08-11,202.74,196.99,-2.8361448160205187,CFG_081,True,False,True,False,False,False,False,1
NVDA,2021-08-11,2021-08-18,196.99,190.4,-3.345347479567492,CFG_081,True,False,True,False,False,False,False,1
NVDA,2021-08-12,2021-08-19,199.05,197.98,-0.5375533785481144,CFG_081,True,False,True,False,False,False,False,1
NVDA,2021-08-18,2021-08-25,190.4,222.13,16.66491596638655,CFG_081,True,False,True,False,False,False,False,1
NVDA,2021-08-19,2021-08-26,197.98,220.68,11.465804626729982,CFG_081,True,False,True,False,False,False,False,1
NVDA,2021-08-20,2021-08-27,208.16,226.36,8.74327440430439,CFG_081,True,False,True,False,False,False,False,1
NVDA,2021-08-23,2021-08-30,219.58,226.88,3.3245286455961303,CFG_081,True,False,True,False,False,False,False,1
NVDA,2021-08-24,2021-08-31,217.93,223.85,2.7164685908319126,CFG_081,True,False,True,False,False,False,False,1
NVDA,2022-04-27,2022-05-04,184.15,203.34,10.42085256584306,CFG_081,True,False,True,False,False,False,False,1
NVDA,2022-07-05,2022-07-12,149.64,150.82,0.7885592087677138,CFG_081,True,False,True,False,False,False,False,1
NVDA,2022-09-07,2022-09-14,137.14,131.28,-4.273005687618482,CFG_081,True,False,True,False,False,False,False,1
NVDA,2022-09-08,2022-09-15,139.9,129.29,-7.583988563259481,CFG_081,True,False,True,False,False,False,False,1
NVDA,2022-09-15,2022-09-22,129.29,125.61,-2.8463144868125863,CFG_081,True,False,True,False,False,False,False,1
NVDA,2022-09-16,2022-09-23,131.98,125.16,-5.16744961357781,CFG_081,True,False,True,False,False,False,False,1
NVDA,2024-06-17,2024-06-25,130.98,126.09,-3.733394411360503,CFG_081,True,False,True,False,False,False,False,1
NVDA,2024-06-24,2024-07-01,118.11,124.3,5.240877148420962,CFG_081,True,False,True,False,False,False,False,1
NVDA,2024-06-25,2024-07-02,126.09,122.67,-2.7123483226266965,CFG_081,True,False,True,False,False,False,False,1
NVDA,2024-06-28,2024-07-08,123.54,128.2,3.772057633155239,CFG_081,True,False,True,False,False,False,False,1
NVDA,2024-07-01,2024-07-09,124.3,131.38,5.69589702333065,CFG_081,True,False,True,False,False,False,False,1
NVDA,2024-07-02,2024-07-10,122.67,134.91,9.97798972853998,CFG_081,True,False,True,False,False,False,False,1
NVDA,2024-07-05,2024-07-12,125.83,129.24,2.710005563061282,CFG_081,True,False,True,False,False,False,False,1
NVDA,2024-07-08,2024-07-15,128.2,128.44,0.1872074882995391,CFG_081,True,False,True,False,False,False,False,1
NVDA,2024-07-09,2024-07-16,131.38,126.36,-3.820977317704366,CFG_081,True,False,True,False,False,False,False,1
NVDA,2024-07-11,2024-07-18,127.4,121.09,-4.952904238618526,CFG_081,True,False,True,False,False,False,False,1
AAPL,2008-01-25,2008-02-01,130.01,133.75,2.87670179216984,CFG_089,True,False,True,True,False,False,False,1
AAPL,2008-01-28,2008-02-04,130.01,131.65,1.2614414275825052,CFG_089,True,False,True,True,False,False,False,1
AAPL,2008-01-29,2008-02-05,131.54,129.36,-1.6572905580051531,CFG_089,True,False,True,True,False,False,False,1
AAPL,2008-02-07,2008-02-14,121.24,127.46,5.130320026393929,CFG_089,True,False,True,True,False,False,False,1
AAPL,2008-09-10,2008-09-17,151.61,127.83,-15.684981201767702,CFG_089,True,False,True,True,False,False,False,1
AAPL,2008-10-03,2008-10-10,97.07,96.8,-0.2781497888121933,CFG_089,True,False,True,True,False,False,False,1
AAPL,2008-10-09,2008-10-16,88.74,101.89,14.818571106603567,CFG_089,True,False,True,True,False,False,False,1
AAPL,2010-08-27,2010-09-03,241.62,258.77,7.0979223574207335,CFG_089,True,False,True,True,False,False,False,1
AAPL,2011-04-18,2011-04-26,331.85,350.42,5.595901762844656,CFG_089,True,False,True,True,False,False,False,1
AAPL,2011-10-04,2011-10-11,372.5,400.29,7.460402684563763,CFG_089,True,False,True,True,False,False,False,1
AAPL,2012-05-18,2012-05-25,530.38,562.29,6.016441042271573,CFG_089,True,False,True,True,False,False,False,1
AAPL,2012-10-09,2012-10-16,635.85,649.7925,2.1927341354092937,CFG_089,True,False,True,True,False,False,False,1
AAPL,2012-11-12,2012-11-19,542.83,565.73,4.218631984230786,CFG_089,True,False,True,True,False,False,False,1
AAPL,2012-11-15,2012-11-23,525.62,571.5,8.728739393478179,CFG_089,True,False,True,True,False,False,False,1
AAPL,2012-11-16,2012-11-26,527.678,589.53,11.721542304208242,CFG_089,True,False,True,True,False,False,False,1
AAPL,2012-12-17,2012-12-24,518.83,520.168,0.257887940173075,CFG_089,True,False,True,True,False,False,False,1
AAPL,2013-01-25,2013-02-01,439.88,453.62,3.123579157952171,CFG_089,True,False,True,True,False,False,False,1
AAPL,2013-02-04,2013-02-11,442.316,479.93,8.503875057651099,CFG_089,True,False,True,True,False,False,False,1
AAPL,2013-02-05,2013-02-12,457.844,467.9,2.196381300180844,CFG_089,True,False,True,True,False,False,False,1
AAPL,2013-04-18,2013-04-25,392.05,408.38,4.165285040173443,CFG_089,True,False,True,True,False,False,False,1
AAPL,2013-04-19,2013-04-26,390.53,417.205,6.8304611681560985,CFG_089,True,False,True,True,False,False,False,1
AAPL,2013-04-22,2013-04-29,398.67,430.12,7.888730027340906,CFG_089,True,False,True,True,False,False,False,1
AAPL,2013-06-27,2013-07-05,393.78,417.42,6.003352125552351,CFG_089,True,False,True,True,False,False,False,1
AAPL,2013-06-28,2013-07-08,396.53,415.05,4.670516732655799,CFG_089,True,False,True,True,False,False,False,1
AAPL,2013-09-17,2013-09-24,455.32,489.1,7.4189580954054355,CFG_089,True,False,True,True,False,False,False,1
AAPL,2014-01-30,2014-02-06,499.782,512.51,2.546710365719456,CFG_089,True,False,True,True,False,False,False,1
AAPL,2014-02-03,2014-02-10,501.53,528.99,5.475245748011093,CFG_089,True,False,True,True,False,False,False,1
AAPL,2014-06-13,2014-06-20,91.28,90.91,-0.4053461875547814,CFG_089,True,False,True,True,False,False,False,1
AAPL,2014-06-24,2014-07-01,90.28,93.52,3.5888347363757145,CFG_089,True,False,True,True,False,False,False,1
AAPL,2014-06-25,2014-07-02,90.36,93.48,3.452855245683936,CFG_089,True,False,True,True,False,False,False,1
AAPL,2014-06-26,2014-07-03,90.9,94.03,3.443344334433438,CFG_089,True,False,True,True,False,False,False,1
AAPL,2014-06-27,2014-07-07,91.98,95.968,4.335725157642965,CFG_089,True,False,True,True,False,False,False,1
AAPL,2014-07-02,2014-07-10,93.48,95.035,1.6634574240479167,CFG_089,True,False,True,True,False,False,False,1
AAPL,2014-07-03,2014-07-11,94.03,95.22,1.2655535467403995,CFG_089,True,False,True,True,False,False,False,1
AAPL,2014-07-09,2014-07-16,95.39,94.78,-0.639480029353181,CFG_089,True,False,True,True,False,False,False,1
AAPL,2014-07-11,2014-07-18,95.22,94.43,-0.8296576349506323,CFG_089,True,False,True,True,False,False,False,1
AAPL,2014-07-22,2014-07-29,94.72,98.38,3.8640202702702666,CFG_089,True,False,True,True,False,False,False,1
AAPL,2014-08-08,2014-08-15,94.74,97.98,3.419886003799883,CFG_089,True,False,True,True,False,False,False,1
AAPL,2015-08-06,2015-08-13,115.13,115.15,0.0173716668114394,CFG_089,True,False,True,True,False,False,False,1
AAPL,2015-08-07,2015-08-14,115.52,115.96,0.3808864265927958,CFG_089,True,False,True,True,False,False,False,1
AAPL,2016-01-14,2016-01-22,99.52,101.42,1.9091639871382693,CFG_089,True,False,True,True,False,False,False,1
AAPL,2016-05-02,2016-05-09,93.64,92.79,-0.9077317385732532,CFG_089,True,False,True,True,False,False,False,1
AAPL,2016-05-09,2016-05-16,92.79,93.88,1.1746955490893298,CFG_089,True,False,True,True,False,False,False,1
AAPL,2016-05-12,2016-05-19,90.34,94.2,4.272747398715961,CFG_089,True,False,True,True,False,False,False,1
AAPL,2016-05-13,2016-05-20,90.52,95.22,5.192222713212553,CFG_089,True,False,True,True,False,False,False,1
AAPL,2016-06-27,2016-07-05,92.04,94.99,3.2051282051281924,CFG_089,True,False,True,True,False,False,False,1
AAPL,2016-11-04,2016-11-11,108.84,108.43,-0.376699742741636,CFG_089,True,False,True,True,False,False,False,1
AAPL,2017-06-14,2017-06-21,145.16,145.87,0.4891154588040837,CFG_089,True,False,True,True,False,False,False,1
AAPL,2017-09-22,2017-09-29,151.89,154.12,1.4681677529791417,CFG_089,True,False,True,True,False,False,False,1
AAPL,2017-09-25,2017-10-02,150.55,153.81,2.1653935569578158,CFG_089,True,False,True,True,False,False,False,1
AAPL,2018-01-30,2018-02-06,166.97,163.03,-2.3597053362879548,CFG_089,True,False,True,True,False,False,False,1
AAPL,2018-02-05,2018-02-12,156.49,162.71,3.974694868681704,CFG_089,True,False,True,True,False,False,False,1
AAPL,2018-02-09,2018-02-16,156.41,172.43,10.24231187264242,CFG_089,True,False,True,True,False,False,False,1
AAPL,2018-11-15,2018-11-23,191.41,172.29,-9.9890287863748,CFG_089,True,False,True,True,False,False,False,1
AAPL,2018-11-23,2018-11-30,172.29,178.58,3.6508212896860064,CFG_089,True,False,True,True,False,False,False,1
AAPL,2018-11-26,2018-12-03,174.62,184.82,5.841255297216807,CFG_089,True,False,True,True,False,False,False,1
AAPL,2018-11-27,2018-12-04,174.24,176.69,1.4061065197428768,CFG_089,True,False,True,True,False,False,False,1
AAPL,2018-12-24,2019-01-02,146.83,157.92,7.5529523939249295,CFG_089,True,False,True,True,False,False,False,1
AAPL,2018-12-26,2019-01-03,157.17,142.19,-9.531080995100842,CFG_089,True,False,True,True,False,False,False,1
AAPL,2019-05-14,2019-05-21,188.66,186.6,-1.0919113749602471,CFG_089,True,False,True,True,False,False,False,1
AAPL,2019-05-15,2019-05-22,190.92,182.78,-4.263565891472862,CFG_089,True,False,True,True,False,False,False,1
AAPL,2019-06-03,2019-06-10,173.3,192.58,11.125216387766878,CFG_089,True,False,True,True,False,False,False,1
AAPL,2020-02-25,2020-03-03,288.08,289.32,0.4304359900027802,CFG_089,True,False,True,True,False,False,False,1
AAPL,2020-02-28,2020-03-06,273.36,289.03,5.732367573895215,CFG_089,True,False,True,True,False,False,False,1
AAPL,2020-03-23,2020-03-30,224.37,254.81,13.566876142086732,CFG_089,True,False,True,True,False,False,False,1
AAPL,2020-09-03,2020-09-11,120.88,112.0,-7.346128391793511,CFG_089,True,False,True,True,False,False,False,1
AAPL,2020-09-08,2020-09-15,112.82,115.54,2.410920049636601,CFG_089,True,False,True,True,False,False,False,1
AAPL,2020-09-11,2020-09-18,112.0,106.84,-4.607142857142854,CFG_089,True,False,True,True,False,False,False,1
AAPL,2020-09-16,2020-09-23,112.13,107.12,-4.46802818157495,CFG_089,True,False,True,True,False,False,False,1
AAPL,2020-09-18,2020-09-25,106.84,112.28,5.091725945338822,CFG_089,True,False,True,True,False,False,False,1
AAPL,2020-09-23,2020-09-30,107.12,115.81,8.112397311426434,CFG_089,True,False,True,True,False,False,False,1
AAPL,2020-09-24,2020-10-01,108.22,116.79,7.919053779338391,CFG_089,True,False,True,True,False,False,False,1
AAPL,2020-09-29,2020-10-06,114.09,113.16,-0.815145937417834,CFG_089,True,False,True,True,False,False,False,1
AAPL,2020-10-01,2020-10-08,116.79,114.97,-1.5583525986814002,CFG_089,True,False,True,True,False,False,False,1
AAPL,2020-10-02,2020-10-09,113.02,116.97,3.4949566448416234,CFG_089,True,False,True,True,False,False,False,1
AAPL,2020-10-09,2020-10-16,116.97,119.02,1.7525861331965438,CFG_089,True,False,True,True,False,False,False,1
AAPL,2020-10-20,2020-10-27,117.51,116.6,-0.774402178538006,CFG_089,True,False,True,True,False,False,False,1
AAPL,2020-10-23,2020-10-30,115.04,108.86,-5.372044506258698,CFG_089,True,False,True,True,False,False,False,1
AAPL,2020-10-26,2020-11-02,115.05,108.77,-5.458496305953934,CFG_089,True,False,True,True,False,False,False,1
AAPL,2020-11-02,2020-11-09,108.77,116.32,6.94125218350648,CFG_089,True,False,True,True,False,False,False,1
AAPL,2021-02-23,2021-03-02,125.86,125.12,-0.5879548704910177,CFG_089,True,False,True,True,False,False,False,1
AAPL,2022-01-24,2022-01-31,161.62,174.78,8.142556614280409,CFG_089,True,False,True,True,False,False,False,1
AAPL,2022-02-24,2022-03-03,162.74,166.23,2.144525009217144,CFG_089,True,False,True,True,False,False,False,1
AAPL,2022-05-12,2022-05-19,142.56,137.35,-3.6546015712682434,CFG_089,True,False,True,True,False,False,False,1
AAPL,2022-05-20,2022-05-27,137.59,149.64,8.757903917435847,CFG_089,True,False,True,True,False,False,False,1
AAPL,2022-09-30,2022-10-07,138.2,140.09,1.3675832127351772,CFG_089,True,False,True,True,False,False,False,1
AAPL,2022-10-03,2022-10-10,142.45,140.42,-1.425061425061426,CFG_089,True,False,True,True,False,False,False,1
AAPL,2023-08-07,2023-08-14,178.85,179.46,0.3410679340229319,CFG_089,True,False,True,True,False,False,False,1
AAPL,2023-08-10,2023-08-17,177.97,174.0,-2.230713041523852,CFG_089,True,False,True,True,False,False,False,1
AAPL,2023-08-11,2023-08-18,177.79,174.49,-1.856122391585569,CFG_089,True,False,True,True,False,False,False,1
AAPL,2023-08-17,2023-08-24,174.0,176.38,1.3678160919540203,CFG_089,True,False,True,True,False,False,False,1
AAPL,2023-08-18,2023-08-25,174.49,178.61,2.361166829044647,CFG_089,True,False,True,True,False,False,False,1
AAPL,2024-01-05,2024-01-12,181.18,185.92,2.616182801633724,CFG_089,True,False,True,True,False,False,False,1
AAPL,2024-01-08,2024-01-16,185.56,183.63,-1.0400948480275958,CFG_089,True,False,True,True,False,False,False,1
AAPL,2024-03-07,2024-03-14,169.0,173.0,2.366863905325444,CFG_089,True,False,True,True,False,False,False,1
AAPL,2025-03-14,2025-03-21,213.49,218.27,2.2389807485128115,CFG_089,True,False,True,True,False,False,False,1
AAPL,2025-04-08,2025-04-15,172.42,202.14,17.236979468739126,CFG_089,True,False,True,True,False,False,False,1
AAPL,2025-04-09,2025-04-16,198.85,194.27,-2.303243650993203,CFG_089,True,False,True,True,False,False,False,1
MSFT,2008-01-23,2008-01-30,31.93,32.2,0.8455997494519358,CFG_089,True,False,True,True,False,False,False,1
MSFT,2008-02-07,2008-02-14,28.12,28.5,1.3513513513513478,CFG_089,True,False,True,True,False,False,False,1
MSFT,2009-01-23,2009-01-30,17.2,17.1,-0.5813953488371969,CFG_089,True,False,True,True,False,False,False,1
MSFT,2010-05-24,2010-06-01,26.27,25.89,-1.4465169394746822,CFG_089,True,False,True,True,False,False,False,1
MSFT,2010-06-30,2010-07-08,23.01,24.4095,6.082138200782268,CFG_089,True,False,True,True,False,False,False,1
MSFT,2012-04-11,2012-04-18,30.345,31.14,2.619871478002972,CFG_089,True,False,True,True,False,False,False,1
MSFT,2012-05-21,2012-05-29,29.75,29.56,-0.6386554621848782,CFG_089,True,False,True,True,False,False,False,1
MSFT,2012-11-20,2012-11-28,26.71,27.36,2.4335454885810504,CFG_089,True,False,True,True,False,False,False,1
MSFT,2013-07-26,2013-08-02,31.62,31.89,0.8538899430740025,CFG_089,True,False,True,True,False,False,False,1
MSFT,2013-07-29,2013-08-05,31.54,31.7,0.5072923272035516,CFG_089,True,False,True,True,False,False,False,1
MSFT,2014-01-14,2014-01-22,35.78,35.93,0.4192286193404096,CFG_089,True,False,True,True,False,False,False,1
MSFT,2015-01-28,2015-02-04,41.19,41.84,1.5780529254673603,CFG_089,True,False,True,True,False,False,False,1
MSFT,2015-03-13,2015-03-20,41.38,42.88,3.624939584340261,CFG_089,True,False,True,True,False,False,False,1
MSFT,2015-08-25,2015-09-01,40.47,41.82,3.335804299481101,CFG_089,True,False,True,True,False,False,False,1
MSFT,2015-08-26,2015-09-02,42.71,43.36,1.521891828611563,CFG_089,True,False,True,True,False,False,False,1
MSFT,2016-04-29,2016-05-06,49.87,50.39,1.0427110487266955,CFG_089,True,False,True,True,False,False,False,1
MSFT,2016-05-03,2016-05-10,49.78,51.02,2.49096022498996,CFG_089,True,False,True,True,False,False,False,1
MSFT,2016-05-04,2016-05-11,49.87,51.05,2.366151995187487,CFG_089,True,False,True,True,False,False,False,1
MSFT,2016-06-27,2016-07-05,48.43,51.17,5.6576502168077685,CFG_089,True,False,True,True,False,False,False,1
MSFT,2018-10-11,2018-10-18,105.91,108.5,2.4454725710508955,CFG_089,True,False,True,True,False,False,False,1
MSFT,2020-02-28,2020-03-06,162.01,161.57,-0.2715881735695313,CFG_089,True,False,True,True,False,False,False,1
