exit_date,entry_price,exit_price,return_pct,ticker
2024-01-17,15.15,15.04,-0.007260726072607304,HPE
2024-01-18,15.06,14.96,-0.006640106241699861,HPE
2024-01-19,15.03,15.37,0.02262142381902854,HPE
2024-01-22,15.48,15.5,0.0012919896640826156,HPE
2024-08-07,17.25,16.72,-0.030724637681159517,HPE
2024-08-08,16.913,17.31,0.023473068054159496,HPE
2024-08-09,17.2,17.34,0.008139534883720989,HPE
2024-08-12,17.39,17.19,-0.011500862564692294,HPE
2024-08-13,17.36,17.8,0.025345622119815836,HPE
2024-09-11,16.1,16.4,0.01863354037267073,HPE
2024-09-12,16.36,16.86,0.030562347188264116,HPE
2024-09-13,16.92,17.15,0.013593380614657091,HPE
