exit_date,entry_price,exit_price,return_pct,ticker
2024-04-29,167.4,167.43,0.00017921146953403522,IBM
2024-04-30,166.49,166.2,-0.0017418463571386988,IBM
2024-05-01,165.69,164.43,-0.0076045627376425395,IBM
2024-05-02,164.35,164.69,0.002068755704289549,IBM
2024-05-03,165.0,165.71,0.004303030303030253,IBM
2024-05-06,166.5,168.61,0.012672672672672691,IBM
2024-10-31,204.13,206.72,0.0126879929456718,IBM
2024-11-01,207.77,208.25,0.002310246907638147,IBM
2024-11-04,207.65,206.32,-0.006405008427642689,IBM
2024-11-05,206.17,207.57,0.006790512683707561,IBM
2024-11-06,213.48,213.6,0.0005621135469364713,IBM
