exit_date,entry_price,exit_price,return_pct
2017-08-07,18.03,18.57,0.029950083194675514
2017-08-16,14.72,15.15,0.029211956521739024
2018-10-12,45.43,46.9,0.03235747303543901
2020-03-10,61.06,62.77,0.028005240746806326
2020-03-13,51.48,50.92,-0.010878010878010769
2020-03-17,40.6,40.61,0.00024630541871917266
2020-03-19,26.56,30.01,0.12989457831325302
2020-03-20,31.78,29.35,-0.07646318439269983
2020-03-23,28.68,35.8,0.24825662482566235
2020-03-24,39.93,51.21,0.2824943651389933
2021-05-13,229.67,223.87,-0.025253624765968485
2021-12-06,261.94,263.12,0.004504848438573683
2021-12-17,200.53,223.59,0.1149952625542312
2021-12-20,219.59,205.61,-0.06366410127965749
2021-12-21,209.0,227.0,0.0861244019138756
2022-01-11,179.44,186.2,0.03767275969683448
2022-01-18,152.12,162.09,0.06554036287141729
2022-01-24,132.0,157.9,0.19621212121212128
2022-05-02,57.42,60.47,0.053117380703587624
2022-05-04,54.64,59.65,0.09169106881405553
2022-05-11,35.73,30.0,-0.16036943744752297
2022-05-12,29.41,37.4,0.2716763005780347
2022-05-13,40.21,38.31,-0.04725192738124839
2022-10-03,20.41,21.46,0.05144536991670745
2022-10-04,22.89,23.26,0.016164263870686035
2022-10-11,18.25,18.32,0.003835616438356171
2022-10-12,18.14,19.07,0.051267916207276665
2022-10-24,14.07,13.38,-0.049040511727078906
2022-10-25,13.59,15.28,0.12435614422369379
2022-11-08,7.43,7.36,-0.009421265141318913
2022-11-09,7.73,7.59,-0.018111254851228997
2022-11-10,8.41,9.99,0.18787158145065397
2022-12-08,4.02,4.96,0.23383084577114444
2022-12-09,4.55,5.05,0.10989010989010994
2023-11-02,28.33,29.92,0.056124249911754465
2025-01-06,187.965,188.85,0.004708323358072031
2025-01-07,199.625,198.35,-0.006386975579211085
2025-02-25,218.5,221.68,0.014553775743707087
2025-02-26,226.37,232.63,0.02765384105667712
2025-03-05,215.57,215.89,0.0014844366099178163
2025-03-07,186.21,188.47,0.01213683475645766
2025-03-11,171.72,172.22,0.0029117167481946815
2025-03-12,183.25,179.29,-0.02160982264665756
