exit_date,entry_price,exit_price,return_pct,ticker
2024-04-22,731.92,717.02,-0.020357416111050353,SMCI
2024-04-23,730.0,761.86,0.043643835616438365,SMCI
2024-08-06,616.01,616.94,0.0015097157513677129,SMCI
2024-08-08,497.0,509.94,0.026036217303822884,SMCI
2024-08-09,510.385,508.76,-0.0031838709993435854,SMCI
2024-08-12,511.11,540.98,0.058441431394416155,SMCI
2024-08-13,563.84,567.43,0.006367054483541246,SMCI
2024-08-29,435.88,448.82,0.029687069835734547,SMCI
2024-09-03,430.05,441.78,0.027275898151377653,SMCI
2024-09-05,411.35,414.6,0.007900814391637256,SMCI
2024-09-06,402.0,386.46,-0.038656716417910464,SMCI
2024-09-09,392.735,409.87,0.04362992857779413,SMCI
2024-09-10,410.65,412.72,0.00504078899305993,SMCI
2024-10-02,40.01,42.0,0.04973756560859788,SMCI
2024-10-03,41.8,41.55,-0.005980861244019087,SMCI
2024-10-04,42.3,41.23,-0.02529550827423166,SMCI
2024-10-07,41.53,47.74,0.1495304599084999,SMCI
2024-10-08,50.09,45.35,-0.09462966660011984,SMCI
2024-10-09,45.85,47.29,0.03140676117775354,SMCI
2024-10-10,45.8,46.47,0.014628820960698619,SMCI
2024-10-11,45.83,47.8,0.04298494435958977,SMCI
2024-10-14,48.175,47.39,-0.016294758692267708,SMCI
2024-10-15,47.35,47.76,0.008658922914466682,SMCI
2024-10-16,48.3,48.75,0.009316770186335477,SMCI
2024-10-18,48.08,47.26,-0.01705490848585689,SMCI
2024-10-21,47.39,47.8,0.008651614264612695,SMCI
2024-10-23,45.442,45.36,-0.0018044980414594347,SMCI
2024-10-24,45.665,46.23,0.012372714332639756,SMCI
2024-10-25,46.68,47.27,0.012639245929734422,SMCI
2024-10-28,47.799,47.72,-0.001652754241720511,SMCI
2024-10-29,47.67,49.12,0.030417453324942167,SMCI
2024-11-04,24.89,26.03,0.04580152671755733,SMCI
2024-11-05,25.975,27.7,0.06641000962463894,SMCI
2024-11-07,22.48,25.48,0.13345195729537362,SMCI
2024-11-13,21.0149,20.33,-0.03259116150921504,SMCI
2024-11-14,17.99,18.01,0.0011117287381881003,SMCI
2024-11-15,17.8,18.58,0.043820224719101075,SMCI
2024-11-18,20.03,21.54,0.07538691962056898,SMCI
2024-11-19,27.11,28.27,0.04278863887864248,SMCI
2024-11-20,27.29,25.8,-0.054598754122389126,SMCI
2024-11-21,27.68,29.7,0.07297687861271673,SMCI
2024-11-22,30.84,33.15,0.07490272373540852,SMCI
