exit_date,entry_price,exit_price,return_pct
2018-10-11,147.2,152.27,0.034442934782608736
2018-10-12,157.6,158.49,0.005647208121827507
2018-12-24,104.8,107.75,0.02814885496183206
2018-12-26,108.74,114.04,0.048740114033474446
2019-08-29,134.46,136.35,0.014056224899598346
2019-09-25,116.9,118.22,0.011291702309666363
2019-09-30,112.05,114.0,0.01740294511378848
2020-03-13,133.01,131.56,-0.010901435982256902
2020-03-17,118.31,118.87,0.004733327698419387
2020-03-18,111.0,121.24,0.0922522522522522
2021-03-09,274.6,273.58,-0.0037144938091770996
2021-05-07,242.36,239.41,-0.012171975573527005
2021-05-14,219.05,223.59,0.020725861675416457
2021-07-29,225.31,225.27,-0.00017753317651236777
2021-12-02,225.0,228.54,0.015733333333333377
2022-01-28,172.23,172.98,0.004354642048423729
2022-01-31,180.35,196.26,0.08821735514277784
2022-02-04,163.11,174.43,0.06940101771810436
2022-02-25,150.47,151.91,0.00957001395627044
2022-03-09,135.34,136.42,0.007979902467858624
2022-03-15,121.35,123.84,0.020519159456118707
2022-04-25,108.77,112.14,0.03098280775949247
2022-04-28,96.91,102.68,0.05953977917655573
2022-04-29,102.04,101.65,-0.0038220305762446394
2022-09-26,89.0,89.14,0.0015730337078652123
2022-09-27,91.01,89.5,-0.01659158334248989
2022-09-30,86.49,86.3,-0.0021967857555786896
2022-10-12,82.15,83.18,0.01253804017042004
2022-10-14,84.36,81.79,-0.03046467520151719
2022-11-07,72.65,73.44,0.010874053682037088
2023-07-26,141.69,149.13,0.05250899851789126
2025-03-11,490.4,508.44,0.03678629690048951
2025-03-12,544.46,535.84,-0.015832200712632694
