exit_date,entry_price,exit_price,return_pct,ticker
2024-05-30,171.35,170.48,-0.005077327108257923,PEP
2024-05-31,169.89,172.9,0.017717346518335564,PEP
2024-06-03,172.72,171.23,-0.00862667901806402,PEP
2024-06-11,164.87,165.07,0.0012130769697336063,PEP
2024-06-12,164.88,163.83,-0.006368267831149854,PEP
2024-06-13,162.08,163.33,0.007712240868706921,PEP
2024-06-14,163.13,163.81,0.004168454606755301,PEP
2024-06-17,163.49,166.14,0.01620894244296278,PEP
2024-07-12,164.96,166.38,0.008608147429679747,PEP
2024-11-18,159.405,158.33,-0.006743828612653213,PEP
2024-11-19,157.75,156.72,-0.006529318541996787,PEP
2024-11-20,156.45,158.74,0.014637264301693875,PEP
2024-11-21,158.39,160.34,0.012311383294399958,PEP
