Ticker,Entry Date,Exit Date,Buy Price,Sell Price,Return %,Config_ID,USE_CONFIRMATION_CANDLE,USE_RSI_FILTER,USE_MACD_HIST_FILTER,USE_FORCE_INDEX_FILTER,USE_ATR_FILTER,USE_MACD_DIVERGENCE,USE_TRAILING_EXIT
AAPL,2008-01-24,2008-01-31,135.6,135.36,-0.17699115044246364,CFG_009,False,False,False,True,False,False,False
AAPL,2008-01-25,2008-02-01,130.01,133.75,2.87670179216984,CFG_009,False,False,False,True,False,False,False
AAPL,2008-01-28,2008-02-04,130.01,131.65,1.2614414275825052,CFG_009,False,False,False,True,False,False,False
AAPL,2008-01-29,2008-02-05,131.54,129.36,-1.6572905580051531,CFG_009,False,False,False,True,False,False,False
AAPL,2008-02-07,2008-02-14,121.24,127.46,5.130320026393929,CFG_009,False,False,False,True,False,False,False
AAPL,2008-09-10,2008-09-17,151.61,127.83,-15.684981201767702,CFG_009,False,False,False,True,False,False,False
AAPL,2008-09-11,2008-09-18,152.65,134.09,-12.158532590894204,CFG_009,False,False,False,True,False,False,False
AAPL,2008-09-16,2008-09-23,139.88,126.84,-9.322276236774371,CFG_009,False,False,False,True,False,False,False
AAPL,2008-09-18,2008-09-25,134.09,131.93,-1.61085837870087,CFG_009,False,False,False,True,False,False,False
AAPL,2008-09-30,2008-10-07,113.66,89.16,-21.555516452577866,CFG_009,False,False,False,True,False,False,False
AAPL,2008-10-03,2008-10-10,97.07,96.8,-0.2781497888121933,CFG_009,False,False,False,True,False,False,False
AAPL,2008-10-06,2008-10-13,98.14,110.26,12.349704503770129,CFG_009,False,False,False,True,False,False,False
AAPL,2008-10-08,2008-10-15,89.79,97.95,9.08787170063481,CFG_009,False,False,False,True,False,False,False
AAPL,2008-10-09,2008-10-16,88.74,101.89,14.818571106603567,CFG_009,False,False,False,True,False,False,False
AAPL,2010-08-25,2010-09-01,242.89,250.33,3.0631149903248494,CFG_009,False,False,False,True,False,False,False
AAPL,2010-08-27,2010-09-03,241.62,258.77,7.0979223574207335,CFG_009,False,False,False,True,False,False,False
AAPL,2011-04-18,2011-04-26,331.85,350.42,5.595901762844656,CFG_009,False,False,False,True,False,False,False
AAPL,2011-06-16,2011-06-23,325.16,331.23,1.8667732808463504,CFG_009,False,False,False,True,False,False,False
AAPL,2011-10-04,2011-10-11,372.5,400.29,7.460402684563763,CFG_009,False,False,False,True,False,False,False
AAPL,2012-05-18,2012-05-25,530.38,562.29,6.016441042271573,CFG_009,False,False,False,True,False,False,False
AAPL,2012-10-09,2012-10-16,635.85,649.7925,2.1927341354092937,CFG_009,False,False,False,True,False,False,False
AAPL,2012-11-09,2012-11-16,547.06,527.678,-3.5429386173362976,CFG_009,False,False,False,True,False,False,False
AAPL,2012-11-13,2012-11-20,542.898,560.9134,3.318376564290161,CFG_009,False,False,False,True,False,False,False
AAPL,2012-11-16,2012-11-26,527.678,589.53,11.721542304208242,CFG_009,False,False,False,True,False,False,False
AAPL,2012-12-06,2012-12-13,547.2445,529.69,-3.207798342422804,CFG_009,False,False,False,True,False,False,False
AAPL,2012-12-17,2012-12-24,518.83,520.168,0.25788794017307504,CFG_009,False,False,False,True,False,False,False
AAPL,2013-01-25,2013-02-01,439.88,453.62,3.123579157952171,CFG_009,False,False,False,True,False,False,False
AAPL,2013-01-28,2013-02-04,449.83,442.316,-1.6704088211101995,CFG_009,False,False,False,True,False,False,False
AAPL,2013-01-29,2013-02-05,458.27,457.844,-0.09295829969231845,CFG_009,False,False,False,True,False,False,False
AAPL,2013-02-05,2013-02-12,457.844,467.9,2.196381300180844,CFG_009,False,False,False,True,False,False,False
AAPL,2013-04-18,2013-04-25,392.05,408.38,4.165285040173443,CFG_009,False,False,False,True,False,False,False
AAPL,2013-04-19,2013-04-26,390.53,417.205,6.8304611681560985,CFG_009,False,False,False,True,False,False,False
AAPL,2013-04-22,2013-04-29,398.67,430.12,7.888730027340906,CFG_009,False,False,False,True,False,False,False
AAPL,2013-06-25,2013-07-02,402.63,418.49,3.939100414772872,CFG_009,False,False,False,True,False,False,False
AAPL,2013-06-27,2013-07-05,393.78,417.42,6.003352125552351,CFG_009,False,False,False,True,False,False,False
AAPL,2013-06-28,2013-07-08,396.53,415.05,4.670516732655799,CFG_009,False,False,False,True,False,False,False
AAPL,2013-09-17,2013-09-24,455.32,489.1,7.4189580954054355,CFG_009,False,False,False,True,False,False,False
AAPL,2014-01-29,2014-02-05,500.75,512.59,2.3644533200199764,CFG_009,False,False,False,True,False,False,False
AAPL,2014-01-30,2014-02-06,499.782,512.51,2.5467103657194556,CFG_009,False,False,False,True,False,False,False
AAPL,2014-01-31,2014-02-07,500.6,519.68,3.811426288453841,CFG_009,False,False,False,True,False,False,False
AAPL,2014-02-03,2014-02-10,501.53,528.99,5.475245748011093,CFG_009,False,False,False,True,False,False,False
AAPL,2014-06-10,2014-06-17,94.25,92.08,-2.302387267904511,CFG_009,False,False,False,True,False,False,False
AAPL,2014-06-11,2014-06-18,93.86,92.18,-1.7898998508416712,CFG_009,False,False,False,True,False,False,False
AAPL,2014-06-12,2014-06-19,92.29,91.86,-0.4659226351717486,CFG_009,False,False,False,True,False,False,False
AAPL,2014-06-13,2014-06-20,91.28,90.91,-0.40534618755478147,CFG_009,False,False,False,True,False,False,False
AAPL,2014-06-16,2014-06-23,92.2,90.83,-1.4859002169197446,CFG_009,False,False,False,True,False,False,False
AAPL,2014-06-17,2014-06-24,92.08,90.28,-1.9548218940052098,CFG_009,False,False,False,True,False,False,False
AAPL,2014-06-18,2014-06-25,92.18,90.36,-1.9743979171186887,CFG_009,False,False,False,True,False,False,False
AAPL,2014-06-23,2014-06-30,90.83,92.93,2.312011449961476,CFG_009,False,False,False,True,False,False,False
AAPL,2014-06-24,2014-07-01,90.28,93.52,3.5888347363757145,CFG_009,False,False,False,True,False,False,False
AAPL,2014-06-25,2014-07-02,90.36,93.48,3.452855245683936,CFG_009,False,False,False,True,False,False,False
AAPL,2014-06-26,2014-07-03,90.9,94.03,3.443344334433438,CFG_009,False,False,False,True,False,False,False
AAPL,2014-06-27,2014-07-07,91.98,95.968,4.335725157642965,CFG_009,False,False,False,True,False,False,False
AAPL,2014-07-03,2014-07-11,94.03,95.22,1.2655535467403995,CFG_009,False,False,False,True,False,False,False
AAPL,2014-07-07,2014-07-14,95.968,96.45,0.5022507502500826,CFG_009,False,False,False,True,False,False,False
AAPL,2014-07-09,2014-07-16,95.39,94.78,-0.639480029353181,CFG_009,False,False,False,True,False,False,False
AAPL,2014-07-11,2014-07-18,95.22,94.43,-0.8296576349506323,CFG_009,False,False,False,True,False,False,False
AAPL,2014-07-14,2014-07-21,96.45,93.939,-2.603421461897366,CFG_009,False,False,False,True,False,False,False
AAPL,2014-07-18,2014-07-25,94.43,97.671,3.4321719792438836,CFG_009,False,False,False,True,False,False,False
AAPL,2014-07-22,2014-07-29,94.72,98.38,3.8640202702702666,CFG_009,False,False,False,True,False,False,False
AAPL,2014-07-23,2014-07-30,97.19,98.15,0.9877559419693466,CFG_009,False,False,False,True,False,False,False
AAPL,2014-07-28,2014-08-04,99.02,95.59,-3.463946677438894,CFG_009,False,False,False,True,False,False,False
AAPL,2014-08-01,2014-08-08,96.13,94.74,-1.4459585977322382,CFG_009,False,False,False,True,False,False,False
AAPL,2014-08-06,2014-08-13,94.96,97.24,2.4010109519797824,CFG_009,False,False,False,True,False,False,False
AAPL,2014-08-08,2014-08-15,94.74,97.98,3.419886003799883,CFG_009,False,False,False,True,False,False,False
AAPL,2014-08-11,2014-08-18,95.99,99.16,3.302427336180854,CFG_009,False,False,False,True,False,False,False
AAPL,2015-08-05,2015-08-12,115.4,115.24,-0.13864818024264366,CFG_009,False,False,False,True,False,False,False
AAPL,2015-08-06,2015-08-13,115.13,115.15,0.017371666811439444,CFG_009,False,False,False,True,False,False,False
AAPL,2015-08-07,2015-08-14,115.52,115.96,0.3808864265927958,CFG_009,False,False,False,True,False,False,False
AAPL,2015-08-12,2015-08-19,115.24,115.01,-0.19958347795903314,CFG_009,False,False,False,True,False,False,False
AAPL,2015-08-24,2015-08-31,103.12,112.76,9.348332040341349,CFG_009,False,False,False,True,False,False,False
AAPL,2015-12-14,2015-12-21,112.48,107.33,-4.578591749644386,CFG_009,False,False,False,True,False,False,False
AAPL,2015-12-21,2015-12-29,107.33,108.74,1.3137053945774682,CFG_009,False,False,False,True,False,False,False
AAPL,2016-01-04,2016-01-11,105.35,98.53,-6.473659231134308,CFG_009,False,False,False,True,False,False,False
AAPL,2016-01-08,2016-01-15,96.96,97.13,0.1753300330033021,CFG_009,False,False,False,True,False,False,False
AAPL,2016-01-11,2016-01-19,98.53,96.66,-1.8978991170202015,CFG_009,False,False,False,True,False,False,False
AAPL,2016-01-14,2016-01-22,99.52,101.42,1.9091639871382695,CFG_009,False,False,False,True,False,False,False
AAPL,2016-01-20,2016-01-27,96.79,93.42,-3.4817646451079702,CFG_009,False,False,False,True,False,False,False
AAPL,2016-04-28,2016-05-05,94.83,93.24,-1.6766845934830785,CFG_009,False,False,False,True,False,False,False
AAPL,2016-04-29,2016-05-06,93.74,92.72,-1.088116065713672,CFG_009,False,False,False,True,False,False,False
AAPL,2016-05-02,2016-05-09,93.64,92.79,-0.9077317385732532,CFG_009,False,False,False,True,False,False,False
AAPL,2016-05-03,2016-05-10,95.18,93.42,-1.8491279680605222,CFG_009,False,False,False,True,False,False,False
AAPL,2016-05-06,2016-05-13,92.72,90.52,-2.372735116479727,CFG_009,False,False,False,True,False,False,False
AAPL,2016-05-09,2016-05-16,92.79,93.88,1.1746955490893298,CFG_009,False,False,False,True,False,False,False
AAPL,2016-05-10,2016-05-17,93.42,93.49,0.07493042175122369,CFG_009,False,False,False,True,False,False,False
AAPL,2016-05-13,2016-05-20,90.52,95.22,5.192222713212553,CFG_009,False,False,False,True,False,False,False
AAPL,2016-06-27,2016-07-05,92.04,94.99,3.2051282051281924,CFG_009,False,False,False,True,False,False,False
AAPL,2016-11-04,2016-11-11,108.84,108.43,-0.376699742741636,CFG_009,False,False,False,True,False,False,False
AAPL,2017-06-12,2017-06-19,145.42,146.34,0.6326502544354394,CFG_009,False,False,False,True,False,False,False
AAPL,2017-06-14,2017-06-21,145.16,145.87,0.48911545880408375,CFG_009,False,False,False,True,False,False,False
AAPL,2017-06-15,2017-06-22,144.29,145.63,0.9286852865756486,CFG_009,False,False,False,True,False,False,False
AAPL,2017-09-22,2017-09-29,151.89,154.12,1.4681677529791417,CFG_009,False,False,False,True,False,False,False
AAPL,2017-09-25,2017-10-02,150.55,153.81,2.1653935569578153,CFG_009,False,False,False,True,False,False,False
AAPL,2018-01-30,2018-02-06,166.97,163.03,-2.3597053362879548,CFG_009,False,False,False,True,False,False,False
AAPL,2018-02-05,2018-02-12,156.49,162.71,3.974694868681704,CFG_009,False,False,False,True,False,False,False
AAPL,2018-02-06,2018-02-13,163.03,164.34,0.8035330920689457,CFG_009,False,False,False,True,False,False,False
AAPL,2018-02-09,2018-02-16,156.41,172.43,10.24231187264242,CFG_009,False,False,False,True,False,False,False
AAPL,2018-11-13,2018-11-20,192.23,176.98,-7.93320501482599,CFG_009,False,False,False,True,False,False,False
AAPL,2018-11-15,2018-11-23,191.41,172.29,-9.9890287863748,CFG_009,False,False,False,True,False,False,False
AAPL,2018-11-21,2018-11-29,176.78,179.55,1.5669193347663821,CFG_009,False,False,False,True,False,False,False
AAPL,2018-11-23,2018-11-30,172.29,178.58,3.6508212896860064,CFG_009,False,False,False,True,False,False,False
AAPL,2018-11-26,2018-12-03,174.62,184.82,5.841255297216807,CFG_009,False,False,False,True,False,False,False
AAPL,2018-11-28,2018-12-06,180.94,174.72,-3.4376036255112186,CFG_009,False,False,False,True,False,False,False
AAPL,2018-12-06,2018-12-13,174.72,170.95,-2.157738095238101,CFG_009,False,False,False,True,False,False,False
AAPL,2018-12-10,2018-12-17,169.6,163.94,-3.3372641509433945,CFG_009,False,False,False,True,False,False,False
AAPL,2018-12-24,2019-01-02,146.83,157.92,7.5529523939249295,CFG_009,False,False,False,True,False,False,False
AAPL,2018-12-26,2019-01-03,157.17,142.19,-9.531080995100842,CFG_009,False,False,False,True,False,False,False
AAPL,2019-01-04,2019-01-11,148.26,152.29,2.7181977606906793,CFG_009,False,False,False,True,False,False,False
AAPL,2019-05-14,2019-05-21,188.66,186.6,-1.0919113749602471,CFG_009,False,False,False,True,False,False,False
AAPL,2019-05-15,2019-05-22,190.92,182.78,-4.263565891472862,CFG_009,False,False,False,True,False,False,False
AAPL,2020-02-25,2020-03-03,288.08,289.32,0.4304359900027802,CFG_009,False,False,False,True,False,False,False
AAPL,2020-02-26,2020-03-04,292.65,302.74,3.447804544677954,CFG_009,False,False,False,True,False,False,False
AAPL,2020-02-28,2020-03-06,273.36,289.03,5.732367573895215,CFG_009,False,False,False,True,False,False,False
AAPL,2020-03-23,2020-03-30,224.37,254.81,13.566876142086732,CFG_009,False,False,False,True,False,False,False
AAPL,2020-09-01,2020-09-09,134.18,117.32,-12.565210910716957,CFG_009,False,False,False,True,False,False,False
AAPL,2020-09-02,2020-09-10,131.4,113.49,-13.630136986301379,CFG_009,False,False,False,True,False,False,False
AAPL,2020-09-03,2020-09-11,120.88,112.0,-7.346128391793511,CFG_009,False,False,False,True,False,False,False
AAPL,2020-09-04,2020-09-14,120.96,115.355,-4.633763227513219,CFG_009,False,False,False,True,False,False,False
AAPL,2020-09-09,2020-09-16,117.32,112.13,-4.42379815888169,CFG_009,False,False,False,True,False,False,False
AAPL,2020-09-11,2020-09-18,112.0,106.84,-4.607142857142854,CFG_009,False,False,False,True,False,False,False
AAPL,2020-09-14,2020-09-21,115.355,110.08,-4.572840362359677,CFG_009,False,False,False,True,False,False,False
AAPL,2020-09-17,2020-09-24,110.34,108.22,-1.9213340583650576,CFG_009,False,False,False,True,False,False,False
AAPL,2020-09-21,2020-09-28,110.08,114.96,4.433139534883717,CFG_009,False,False,False,True,False,False,False
AAPL,2020-09-22,2020-09-29,111.81,114.09,2.0391735980681522,CFG_009,False,False,False,True,False,False,False
AAPL,2020-09-24,2020-10-01,108.22,116.79,7.919053779338391,CFG_009,False,False,False,True,False,False,False
AAPL,2020-09-25,2020-10-02,112.28,113.02,0.6590666191663652,CFG_009,False,False,False,True,False,False,False
AAPL,2020-09-30,2020-10-07,115.81,115.08,-0.6303428028667679,CFG_009,False,False,False,True,False,False,False
AAPL,2020-10-05,2020-10-12,116.5,124.4,6.781115879828331,CFG_009,False,False,False,True,False,False,False
AAPL,2020-10-07,2020-10-14,115.08,121.19,5.309350017379215,CFG_009,False,False,False,True,False,False,False
AAPL,2020-10-09,2020-10-16,116.97,119.02,1.7525861331965438,CFG_009,False,False,False,True,False,False,False
AAPL,2020-10-12,2020-10-19,124.4,115.98,-6.768488745980709,CFG_009,False,False,False,True,False,False,False
AAPL,2020-10-20,2020-10-27,117.51,116.6,-0.774402178538006,CFG_009,False,False,False,True,False,False,False
AAPL,2020-10-23,2020-10-30,115.04,108.86,-5.372044506258698,CFG_009,False,False,False,True,False,False,False
AAPL,2020-10-26,2020-11-02,115.05,108.77,-5.458496305953934,CFG_009,False,False,False,True,False,False,False
AAPL,2020-11-02,2020-11-09,108.77,116.32,6.94125218350648,CFG_009,False,False,False,True,False,False,False
