exit_date,entry_price,exit_price,return_pct,ticker
2024-02-20,531.495,541.91,0.019595668820967305,ADBE
2024-02-21,539.76,538.52,-0.0022973173262190727,ADBE
2024-02-22,553.94,537.57,-0.029551937032891606,ADBE
2024-02-23,543.49,553.44,0.018307604555741763,ADBE
2024-03-18,495.55,513.86,0.036948844717990204,ADBE
2024-03-19,509.89,521.19,0.02216164270725063,ADBE
2024-03-25,496.79,507.23,0.021014915759173913,ADBE
2024-05-31,447.72,444.76,-0.006611274903957964,ADBE
2024-06-03,447.58,439.02,-0.01912507261271723,ADBE
2024-06-04,442.82,448.37,0.012533309245291502,ADBE
2024-08-06,513.69,514.2,0.0009928166793202742,ADBE
2024-09-18,517.01,508.13,-0.017175683255643004,ADBE
2024-09-19,518.81,526.44,0.014706732715252357,ADBE
2024-10-08,492.45,496.24,0.007696212813483649,ADBE
2024-12-19,443.41,437.39,-0.013576599535418787,ADBE
2024-12-20,433.015,447.17,0.03268939875062071,ADBE
2024-12-23,447.0,446.74,-0.0005816554809843222,ADBE
2024-12-24,446.5,447.94,0.0032250839865621828,ADBE
2024-12-26,445.85,450.16,0.009666928339127523,ADBE
