Date,Close,High,Low,Open,Volume,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,EFI_2,EMA_11,EMA_22,KCLs_20_3.0,KCBs_20_3.0,KCUs_20_3.0,Adj Close
2007-01-03,25.10700225830078,26.23511291424544,24.792182037558653,26.23511291424544,4830600.0,,,,,,,,,,,
2007-01-04,25.159482955932617,25.25130548465152,24.936483479919104,24.949602175439068,3946433.0,,,,,207111.5569972992,,,,,,
2007-01-05,24.58230209350586,25.21194422241706,24.542949356199934,25.159474462003697,2948467.0,,,,,-1065495.298265457,,,,,,
2007-01-08,24.621660232543945,24.84465801421181,24.51671902071061,24.81842229425748,2282100.0,,,,,-295285.6266892751,,,,,,
2007-01-09,24.503604888916016,24.76595544751036,24.398663664687778,24.687249946335218,2964600.0,,,,,-331753.1233759986,,,,,,
2007-01-10,24.398662567138672,24.647896086987025,24.13631202034591,24.49048509171773,2338800.0,,,,,-274210.44257390057,,,,,,
2007-01-11,24.464250564575195,24.608542862124693,24.33307529371636,24.52983736601258,3197000.0,,,,,48386.40434507675,,,,,,
2007-01-12,24.34619140625,24.556072165340293,24.254368886895,24.529836444960004,2892600.0,,,,,-211536.4794659477,,,,,,
2007-01-16,24.424888610839844,24.477358365810844,24.33306612264473,24.37241885586884,3327800.0,,,,,104080.21180073876,,,,,,
2007-01-17,24.385536193847656,24.503594395050968,24.31994774829577,24.503594395050968,3510567.0,,,,,-57406.12704176221,,,,,,
2007-01-18,24.503604888916016,24.56919169457252,24.33307685903128,24.33307685903128,2886600.0,,,,,208076.0211089633,24.590653332796965,,,,,
2007-01-19,24.58230209350586,24.726594351638514,24.542949356199934,24.647888877026663,3154200.0,,,,,234843.1555145112,24.589261459581778,,,,,
2007-01-22,24.451135635375977,24.661018102652896,24.424901577954603,24.58231259442013,2654333.0,,,,,-153825.25370000707,24.56624048888081,,,,,
2007-01-23,24.4904842376709,24.52983698511589,24.346191942361955,24.451131490225908,2844833.0,,,,,23351.716974977287,24.55361444701249,,,,,
2007-01-24,24.595434188842773,24.687256742831472,24.424906112011005,24.50361163485407,3288800.0,,,,42.74160438223798,237890.17193436745,24.5605844039842,,,,,
2007-01-25,24.818416595458984,24.923357783195748,24.595418864995803,24.63477160189914,3825700.0,,,,54.06369252499356,648005.9193058813,24.603556435896664,,,,,
2007-01-26,25.028295516967773,25.080765269603408,24.85776590193108,24.85776590193108,4573567.0,,,,61.73356686029926,855932.1793740857,24.67434628274185,,,,,
2007-01-29,25.172590255737305,25.23817870403852,25.015179314201205,25.080767762502425,3388967.0,,,,65.94370133691494,611317.4651004032,24.75738694490776,,,,,
2007-01-30,25.539888381958008,25.6185938727116,25.19883236734841,25.238185112725205,3287200.0,,,,73.83504388214291,1008694.088708598,24.887803851082804,,,,,
2007-01-31,25.82847595214844,25.89406442047356,25.51365397296232,25.53988969388917,3468400.0,,,,78.12411026143062,1003522.7818685236,25.044582534593744,,,24.75021047592163,,
2007-02-01,26.038345336914062,26.34005015778446,25.841581685908,25.907170125571124,4729400.0,,,,80.61301961064366,996211.7728298724,25.210209668313794,,23.83854264992294,24.796777629852294,25.755012609781648,
2007-02-02,26.22199440002441,26.235111421980697,25.82846706150132,25.94652526305825,2985367.0,,,,82.4903672530172,697577.1593369981,25.37884045693223,24.8756613297896,23.877894868765488,24.84990320205689,25.821911535348285,
2007-02-05,26.615528106689453,26.79917480944385,26.19576659751364,26.23511934324787,3567900.0,,,,85.68850663038432,1168584.9944524614,25.584955065225103,25.02695409299828,23.989394167567703,24.951564502716064,25.913734837864425,
2007-02-06,26.31382369995117,26.759820909711145,26.31382369995117,26.47123467609985,4116967.0,,,,74.4598700866687,-438543.0593799005,25.706433171012783,25.138855797950704,24.05629360849925,25.036172676086423,26.016051743673607,
2007-02-07,26.22199440002441,26.3269339116416,25.94652526305825,26.31381688968532,2869200.0,,,,71.39334525574571,-321832.10469320253,25.792360042514723,25.233041763348417,24.14024555419055,25.122092151641844,26.10393874909314,
2007-02-08,26.44499588012696,26.48434861958482,26.195762419555027,26.23511515901289,1993933.0,0.7379280927675786,,,74.17484083409839,189155.9719191298,25.901132682116764,25.3384290778509,24.276011899831666,25.22440881729126,26.172805734750856,
2007-02-09,26.44499588012696,26.615523861783146,26.23511515901289,26.48434861958482,1550500.0,0.7308933569475222,,,74.17484083409839,63051.99063970994,25.9917765484518,25.43465227804882,24.35930799545496,25.32344608306885,26.28758417068273,
